season,date,team1,team2,points1,points2,ot,loc,locn,text,division
2014,2014x11x29,Ohio Dominican,Ferris St.,46,33,,2,,D2 R16,D2
2014,2014x11x29,CSU Pueblo,Angelo St.,52,14,,1,,D2 R16,D2
2014,2014x12x06,Concord,Bloomsburg,32,26,,1,,D2 QF,D2
2014,2014x12x06,Minnesota St.,Minn. Duluth,44,17,,1,,D2 QF,D2
2014,2014x12x06,West Georgia,Valdosta St.,31,17,,2,,D2 QF,D2
2014,2014x12x06,CSU Pueblo,Ohio Dominican,31,28,,1,,D2 QF,D2
2014,2014x12x13,Minnesota St.,Concord,47,13,,1,,D2 Semi,D2
2014,2014x12x13,CSU Pueblo,West Georgia,10,7,,1,,D2 Semi,D2
2014,2014x12x20,CSU Pueblo,Minnesota St.,13,0,,3,KCK,D2 Champ,D2
2014,2014x11x22,UW Whitewater,Macalester,55,2,,1,,D3 R32,D3
2014,2014x11x22,Wabash,Franklin,33,14,,1,,D3 R32,D3
2014,2014x11x22,St. John's (MN),St. Scholastica,35,7,,1,,D3 R32,D3
2014,2014x11x22,Wartburg,St. Thomas,37,31,,1,,D3 R32,D3
2014,2014x11x22,Widener,Muhlenberg,36,35,,1,,D3 R32,D3
2014,2014x11x22,Chris. Newport,Delaware Valley,29,26,,2,,D3 R32,D3
2014,2014x11x22,Linfield,Chapman,55,24,,1,,D3 R32,D3
2014,2014x11x22,Mary Hardin-Baylor,Texas Lutheran,27,20,,1,,D3 R32,D3
2014,2014x11x22,Wesley,Hampden-Sydney,52,7,,1,,D3 R32,D3
2014,2014x11x22,MIT,Husson,27,20,OT,2,,D3 R32,D3
2014,2014x11x22,Johns Hopkins,Rowan,24,16,,1,,D3 R32,D3
2014,2014x11x22,Hobart,Ithaca,22,15,,1,,D3 R32,D3
2014,2014x11x22,Wheaton,Benedictine (IL),43,14,,1,,D3 R32,D3
2014,2014x11x22,John Carroll,Centre,63,28,,1,,D3 R32,D3
2014,2014x11x22,Wash. & Jeff.,Wittenberg,41,25,,2,,D3 R32,D3
2014,2014x11x22,Mount Union,Adrian,63,3,,1,,D3 R32,D3
2014,2014x11x29,UW Whitewater,Wabash,38,14,,1,,D3 R16,D3
2014,2014x11x29,Wartburg,St. John's (MN),21,10,,1,,D3 R16,D3
2014,2014x11x29,Widener,Chris. Newport,37,27,,1,,D3 R16,D3
2014,2014x11x29,Linfield,Mary Hardin-Baylor,31,28,,2,,D3 R16,D3
2014,2014x11x29,Wesley,MIT,59,0,,1,,D3 R16,D3
2014,2014x11x29,Hobart,Johns Hopkins,24,21,,1,,D3 R16,D3
2014,2014x11x29,John Carroll,Wheaton,14,12,,2,,D3 R16,D3
2014,2014x11x29,Mount Union,Wash. & Jeff.,67,0,,1,,D3 R16,D3
2014,2014x12x06,UW Whitewater,Wartburg,37,33,,1,,D3 QF,D3
2014,2014x12x06,Linfield,Widener,45,7,,2,,D3 QF,D3
2014,2014x12x06,Wesley,Hobart,41,13,,1,,D3 QF,D3
2014,2014x12x06,Mount Union,John Carroll,36,28,,1,,D3 QF,D3
2014,2014x12x13,UW Whitewater,Linfield,20,14,,1,,D3 Semi,D3
2014,2014x12x13,Mount Union,Wesley,70,21,,1,,D3 Semi,D3
2014,2014x12x19,UW Whitewater,Mount Union,43,34,,3,Salem VA,D3 Champ,D3
2014,2014x11x29,Fordham,Sacred Heart,44,22,,1,,FCS R24,FCS
2014,2014x11x29,Indiana St.,Eastern Ky.,36,16,,2,,FCS R24,FCS
2014,2014x11x29,Northern Iowa,S.F. Austin,44,10,,1,,FCS R24,FCS
2014,2014x11x29,Montana,San Diego,52,14,,1,,FCS R24,FCS
2014,2014x11x29,Sam Houston,SE Louisiana,21,17,,1,,FCS R24,FCS
2014,2014x11x29,Liberty,James Madison,26,21,,2,,FCS R24,FCS
2014,2014x11x29,Richmond,Morgan St.,46,24,,1,,FCS R24,FCS
2014,2014x11x29,South Dakota St.,Montana St.,47,40,,2,,FCS R24,FCS
2014,2014x12x06,New Hampshire,Fordham,44,19,,1,,FCS R16,FCS
2014,2014x12x06,Chattanooga,Indiana St.,35,14,,1,,FCS R16,FCS
2014,2014x12x06,Illinois St.,Northern Iowa,41,21,,1,,FCS R16,FCS
2014,2014x12x06,Eastern Wash.,Montana,37,20,,1,,FCS R16,FCS
2014,2014x12x06,Sam Houston,Jacksonville St.,37,26,,2,,FCS R16,FCS
2014,2014x12x06,Villanova,Liberty,29,22,,1,,FCS R16,FCS
2014,2014x12x06,Coastal Carolina,Richmond,36,15,,1,,FCS R16,FCS
2014,2014x12x06,North Dakota St.,South Dakota St.,27,24,,1,,FCS R16,FCS
2014,2014x12x13,New Hampshire,Chattanooga,35,30,,1,,FCS QF,FCS
2014,2014x12x13,Illinois St.,Eastern Wash.,59,46,,2,,FCS QF,FCS
2014,2014x12x13,Sam Houston,Villanova,34,31,,2,,FCS QF,FCS
2014,2014x12x13,North Dakota St.,Coastal Carolina,39,32,,1,,FCS QF,FCS
2014,2014x12x20,Illinois St.,New Hampshire,21,18,,2,,FCS Semi,FCS
2014,2014x12x20,North Dakota St.,Sam Houston,35,3,,1,,FCS Semi,FCS
2014,2015x01x10,North Dakota St.,Illinois St.,29,27,,3,Frisco,FCS Champ,FCS
2015,2015x11x21,Indiana (PA),Charleston (WV),47,21,,2,,D2 R28,D2
2015,2015x11x21,Slippery Rock,Virginia Union,40,21,,1,,D2 R28,D2
2015,2015x11x21,Assumption,Bowie St.,51,29,,1,,D2 R28,D2
2015,2015x11x21,Valdosta St.,Carson-Newman,61,59,,1,,D2 R28,D2
2015,2015x11x21,North Alabama,Newberry,50,7,,1,,D2 R28,D2
2015,2015x11x21,Tuskegee,Catawba,26,16,,2,,D2 R28,D2
2015,2015x11x21,CSU Pueblo,Indianapolis,27,14,,1,,D2 R28,D2
2015,2015x11x21,Ferris St.,TAMU Commerce,43,30,,1,,D2 R28,D2
2015,2015x11x21,Grand Valley St.,Ashland,45,23,,2,,D2 R28,D2
2015,2015x11x21,Humboldt St.,Augustana (SD),45,31,,1,,D2 R28,D2
2015,2015x11x21,Emporia St.,Minnesota St.,51,49,,2,,D2 R28,D2
2015,2015x11x21,Henderson St.,Sioux Falls,23,16,,1,,D2 R28,D2
2015,2015x11x28,Shepherd,Indiana (PA),17,13,,1,,D2 R16,D2
2015,2015x11x28,Slippery Rock,Assumption,41,39,,1,,D2 R16,D2
2015,2015x11x28,West Georgia,Valdosta St.,27,20,,1,,D2 R16,D2
2015,2015x11x28,Tuskegee,North Alabama,35,31,,2,,D2 R16,D2
2015,2015x11x28,CSU Pueblo,Midwestern St.,26,17,,2,,D2 R16,D2
2015,2015x11x28,Grand Valley St.,Ferris St.,38,34,,2,,D2 R16,D2
2015,2015x11x28,NW Missouri St.,Humboldt St.,38,7,,1,,D2 R16,D2
2015,2015x11x28,Emporia St.,Henderson St.,29,3,,2,,D2 R16,D2
2015,2015x12x05,Shepherd,Slippery Rock,23,16,,1,,D2 QF,D2
2015,2015x12x05,West Georgia,Tuskegee,35,6,,1,,D2 QF,D2
2015,2015x12x05,Grand Valley St.,CSU Pueblo,31,7,,2,,D2 QF,D2
2015,2015x12x05,NW Missouri St.,Emporia St.,38,17,,1,,D2 QF,D2
2015,2015x12x12,Shepherd,Grand Valley St.,34,32,,1,,D2 Semi,D2
2015,2015x12x12,NW Missouri St.,West Georgia,38,23,,1,,D2 Semi,D2
2015,2015x12x19,NW Missouri St.,Shepherd,34,7,,3,KCK,D2 Champ,D2
2015,2015x11x21,St. Thomas,La Verne,57,14,,1,,D3 R32,D3
2015,2015x11x21,St. John's (MN),Dubuque,51,7,,1,,D3 R32,D3
2015,2015x11x21,Thomas More,Wash. & Lee,51,21,,1,,D3 R32,D3
2015,2015x11x21,Wabash,Albion,35,14,,1,,D3 R32,D3
2015,2015x11x21,Linfield,Witworth,48,10,,1,,D3 R32,D3
2015,2015x11x21,Cortland St.,Salisbury St.,45,21,,1,,D3 R32,D3
2015,2015x11x21,Huntingdon,Hendrix,38,27,,1,,D3 R32,D3
2015,2015x11x21,Mary Hardin-Baylor,Hardin Simmons,37,19,,2,,D3 R32,D3
2015,2015x11x21,Mount Union,St. Lawrence,55,23,,1,,D3 R32,D3
2015,2015x11x21,Albright,Norwich,49,0,,1,,D3 R32,D3
2015,2015x11x21,Wesley,Framingham St.,42,22,,1,,D3 R32,D3
2015,2015x11x21,Johns Hopkins,Western New Eng.,52,20,,1,,D3 R32,D3
2015,2015x11x21,UW Oshkosh,St. Scholastica,48,0,,1,,D3 R32,D3
2015,2015x11x21,Ohio Northern,Franklin,27,22,,2,,D3 R32,D3
2015,2015x11x21,UW Whitewater,St. Norbert,48,0,,1,,D3 R32,D3
2015,2015x11x21,Wheaton,Lakeland,55,6,,1,,D3 R32,D3
2015,2015x11x28,St. Thomas,St. John's (MN),38,19,,1,,D3 R16,D3
2015,2015x11x28,Wabash,Thomas More,33,27,,1,,D3 R16,D3
2015,2015x11x28,Linfield,Cortland St.,38,22,,1,,D3 R16,D3
2015,2015x11x28,Mary Hardin-Baylor,Huntingdon,43,23,,1,,D3 R16,D3
2015,2015x11x28,Mount Union,Albright,66,7,,1,,D3 R16,D3
2015,2015x11x28,Wesley,Johns Hopkins,42,37,,2,,D3 R16,D3
2015,2015x11x28,UW Oshkosh,Ohio Northern,42,7,,1,,D3 R16,D3
2015,2015x11x28,UW Whitewater,Wheaton,31,17,,2,,D3 R16,D3
2015,2015x12x05,St. Thomas,Wabash,38,7,,1,,D3 QF,D3
2015,2015x12x05,Linfield,Mary Hardin-Baylor,38,35,,1,,D3 QF,D3
2015,2015x12x05,Mount Union,Wesley,56,35,,1,,D3 QF,D3
2015,2015x12x05,UW Whitewater,UW Oshkosh,31,29,,2,,D3 QF,D3
2015,2015x12x12,St. Thomas,Linfield,38,17,,1,,D3 Semi,D3
2015,2015x12x12,Mount Union,UW Whitewater,36,6,,1,,D3 Semi,D3
2015,2015x12x18,Mount Union,St. Thomas,49,35,,3,Salem VA,D3 Champ,D3
2015,2015x11x28,Chattanooga,Fordham,50,20,,1,,FCS R24,FCS
2015,2015x11x28,Citadel,Coastal Carolina,41,38,,2,,FCS R24,FCS
2015,2015x11x28,Colgate,New Hampshire,27,20,,2,,FCS R24,FCS
2015,2015x11x28,Sam Houston,Southern Utah,42,39,,1,,FCS R24,FCS
2015,2015x11x28,Montana,South Dakota St.,24,17,,1,,FCS R24,FCS
2015,2015x11x28,Northern Iowa,Eastern Ill.,53,17,,1,,FCS R24,FCS
2015,2015x11x28,William & Mary,Duquesne,52,49,,1,,FCS R24,FCS
2015,2015x11x28,Western Ill.,Dayton,24,7,,2,,FCS R24,FCS
2015,2015x12x05,Jacksonville St.,Chattanooga,41,35,OT,1,,FCS R16,FCS
2015,2015x12x05,Charleston So.,Citadel,14,6,,1,,FCS R16,FCS
2015,2015x12x05,Colgate,James Madison,44,38,,2,,FCS R16,FCS
2015,2015x12x05,Sam Houston,McNeese,34,29,,2,,FCS R16,FCS
2015,2015x12x05,North Dakota St.,Montana,37,6,,1,,FCS R16,FCS
2015,2015x12x05,Northern Iowa,Portland St.,29,17,,2,,FCS R16,FCS
2015,2015x12x05,Richmond,William & Mary,48,13,,1,,FCS R16,FCS
2015,2015x12x05,Illinois St.,Western Ill.,36,19,,1,,FCS R16,FCS
2015,2015x12x12,Jacksonville St.,Charleston So.,58,38,,1,,FCS QF,FCS
2015,2015x12x12,Richmond,Illinois St.,39,27,,2,,FCS QF,FCS
