"","year","team","WC","LC","TC","W","L","T","conf","division"
"42016","2016","Central Wash.",0,0,0,0,1,0,"Partial",
"42375","2017","Central Wash.",0,0,0,0,1,0,"Partial",
"42730","2018","Central Wash.",0,0,0,0,1,0,"Partial",
"43102","2019","Central Wash.",0,0,0,0,1,0,"Partial",
"43453","2020","Central Wash.",0,0,0,0,1,0,"Partial",
"43713","2021","Central Wash.",0,0,0,0,2,0,"Partial",
"44431","2023","Central Wash.",0,0,0,2,2,0,"Partial",
"44791","2024","Central Wash.",0,0,0,0,2,0,"Partial",
"45163","2025","Central Wash.",0,0,0,0,2,0,"Partial",
"639","1891","Centre",0,0,0,1,0,0,"Partial",
"810","1892","Centre",0,0,0,3,0,0,"Partial",
"1002","1893","Centre",0,0,0,2,0,0,"Partial",
"1230","1894","Centre",0,0,0,1,1,0,"Partial",
"1475","1895","Centre",0,0,0,2,1,1,"Partial",
"1744","1896","Centre",0,0,0,4,0,1,"Partial",
"2067","1897","Centre",0,0,0,2,2,0,"Partial",
"2380","1898","Centre",0,0,0,0,1,0,"Partial",
"2683","1899","Centre",0,0,0,1,1,1,"Partial",
"3021","1900","Centre",0,0,0,2,0,1,"Partial",
"3345","1901","Centre",0,0,0,1,1,0,"Partial",
"3688","1902","Centre",0,0,0,2,1,0,"Partial",
"4438","1904","Centre",0,0,0,0,5,0,"Partial",
"4812","1905","Centre",0,0,0,1,2,1,"Partial",
"5179","1906","Centre",0,0,0,3,1,0,"Partial",
"5482","1907","Centre",0,0,0,0,4,0,"Partial",
"5822","1908","Centre",0,0,0,0,3,0,"Partial",
"6183","1909","Centre",0,0,0,2,1,1,"Partial",
"6565","1910","Centre",0,0,0,9,0,0,"Indep",
"6935","1911","Centre",0,0,0,0,2,1,"Partial",
"7312","1912","Centre",0,0,0,0,3,0,"Partial",
"7689","1913","Centre",0,0,0,0,1,0,"Partial",
"8056","1914","Centre",0,0,0,0,1,0,"Partial",
"8427","1915","Centre",0,0,0,1,1,1,"Partial",
"8814","1916","Centre",0,0,0,0,1,1,"Partial",
"9222","1917","Centre",0,0,0,2,0,0,"Partial",
"9872","1919","Centre",0,0,0,9,0,0,"Indep",
"10265","1920","Centre",0,0,0,8,2,0,"Indep",
"10666","1921","Centre",0,0,0,10,1,0,"Indep",
"11128","1922","Centre",0,0,0,8,2,0,"Indep",
"11614","1923","Centre",0,0,0,7,1,1,"Indep",
"12072","1924","Centre",0,0,0,5,1,1,"Indep",
"12545","1925","Centre",0,0,0,3,6,0,"Indep",
"13029","1926","Centre",0,0,0,3,4,2,"Indep",
"13512","1927","Centre",0,0,0,2,7,0,"Indep",
"13977","1928","Centre",0,0,0,2,8,0,"Indep",
"14464","1929","Centre",0,0,0,5,3,1,"Indep",
"14933","1930","Centre",0,0,0,7,3,0,"Indep",
"15406","1931","Centre",0,0,0,8,2,1,"Indep",
"15865","1932","Centre",0,0,0,6,3,0,"Indep",
"16327","1933","Centre",0,0,0,7,3,0,"Indep",
"16768","1934","Centre",0,0,0,5,5,0,"Indep",
"17209","1935","Centre",0,0,0,1,7,1,"Indep",
"17637","1936","Centre",0,0,0,0,4,0,"Partial",
"18061","1937","Centre",0,0,0,2,2,1,"Partial",
"18484","1938","Centre",0,0,0,3,2,0,"Partial",
"18880","1939","Centre",0,0,0,0,3,2,"Partial",
"19264","1940","Centre",0,0,0,1,5,0,"Partial",
"19646","1941","Centre",0,0,0,0,4,0,"Partial",
"20015","1942","Centre",0,0,0,0,4,0,"Partial",
"21073","1946","Centre",0,0,0,0,2,0,"Partial",
"21424","1947","Centre",0,0,0,0,1,0,"Partial",
"23717","1954","Centre",0,0,0,0,1,0,"Partial",
"35832","1999","Centre",0,0,0,0,1,0,"Partial",
"36193","2000","Centre",0,0,0,0,1,0,"Partial",
"36561","2001","Centre",0,0,0,1,0,0,"Partial",
"36912","2002","Centre",0,0,0,1,0,0,"Partial",
"40201","2011","Centre",0,0,0,1,1,0,"Partial",
"41288","2014","Centre",0,0,0,0,1,0,"Partial",
"42731","2018","Centre",0,0,0,1,1,0,"Partial",
"44792","2024","Centre",0,0,0,0,1,0,"Partial",
"7313","1912","Chadron St.",0,0,0,0,1,0,"Partial",
"12546","1925","Chadron St.",0,0,0,1,0,0,"Partial",
"13030","1926","Chadron St.",0,0,0,0,2,0,"Partial",
"13513","1927","Chadron St.",0,0,0,1,1,0,"Partial",
"13978","1928","Chadron St.",0,0,0,1,0,0,"Partial",
"14465","1929","Chadron St.",0,0,0,1,0,0,"Partial",
"15407","1931","Chadron St.",0,0,0,0,1,0,"Partial",
"15866","1932","Chadron St.",0,0,0,0,1,0,"Partial",
"16328","1933","Chadron St.",0,0,0,0,1,0,"Partial",
"17210","1935","Chadron St.",0,0,0,0,1,0,"Partial",
"17638","1936","Chadron St.",0,0,0,0,1,0,"Partial",
"18062","1937","Chadron St.",0,0,0,0,1,0,"Partial",
"19265","1940","Chadron St.",0,0,0,1,0,0,"Partial",
"34800","1996","Chadron St.",0,0,0,0,1,0,"Partial",
"35147","1997","Chadron St.",0,0,0,0,1,0,"Partial",
"35484","1998","Chadron St.",0,0,0,0,2,0,"Partial",
"35833","1999","Chadron St.",0,0,0,0,1,0,"Partial",
"36194","2000","Chadron St.",0,0,0,0,2,0,"Partial",
"36562","2001","Chadron St.",0,0,0,0,1,0,"Partial",
"38368","2006","Chadron St.",0,0,0,2,1,0,"Partial",
"38732","2007","Chadron St.",0,0,0,2,1,0,"Partial",
"39106","2008","Chadron St.",0,0,0,1,1,0,"Partial",
"40556","2012","Chadron St.",0,0,0,0,2,0,"Partial",
"41289","2014","Chadron St.",0,0,0,0,1,0,"Partial",
"41660","2015","Chadron St.",0,0,0,0,1,0,"Partial",
"44064","2022","Chadron St.",0,0,0,0,1,0,"Partial",
"45164","2025","Chadron St.",0,0,0,0,2,0,"Partial",
"12073","1924","Chapman",0,0,0,0,2,0,"Partial",
"12547","1925","Chapman",0,0,0,0,1,0,"Partial",
"13031","1926","Chapman",0,0,0,0,1,0,"Partial",
"13514","1927","Chapman",0,0,0,0,1,0,"Partial",
"13979","1928","Chapman",0,0,0,0,1,0,"Partial",
"14466","1929","Chapman",0,0,0,0,1,0,"Partial",
"14934","1930","Chapman",0,0,0,0,2,0,"Partial",
"15408","1931","Chapman",0,0,0,0,1,0,"Partial",
"34801","1996","Chapman",0,0,0,0,1,0,"Partial",
"35148","1997","Chapman",0,0,0,0,1,0,"Partial",
"35485","1998","Chapman",0,0,0,0,1,0,"Partial",
"38002","2005","Chapman",0,0,0,0,1,0,"Partial",
"41290","2014","Chapman",0,0,0,0,1,0,"Partial",
"42376","2017","Chapman",0,0,0,0,1,0,"Partial",
"43103","2019","Chapman",0,0,0,1,1,0,"Partial",
"44432","2023","Chapman",0,0,0,0,1,0,"Partial",
"45165","2025","Chapman",0,0,0,1,1,0,"Partial",
"3690","1902","Charleston",0,0,0,0,0,1,"Partial",
"4050","1903","Charleston",0,0,0,0,1,0,"Partial",
"5483","1907","Charleston",0,0,0,0,1,0,"Partial",
"5823","1908","Charleston",0,0,0,0,1,0,"Partial",
"6184","1909","Charleston",0,0,0,0,3,0,"Partial",
"6566","1910","Charleston",0,0,0,1,3,0,"Partial",
"6936","1911","Charleston",0,0,0,0,5,0,"Partial",
"7314","1912","Charleston",0,0,0,0,3,0,"Partial",
"7690","1913","Charleston",0,0,0,0,1,0,"Partial",
"10668","1921","Charleston",0,0,0,0,2,0,"Partial",
"5180","1906","Charleston (WV)",0,0,0,0,1,0,"Partial",
"5484","1907","Charleston (WV)",0,0,0,0,2,0,"Partial",
"5824","1908","Charleston (WV)",0,0,0,2,0,0,"Partial",
"6185","1909","Charleston (WV)",0,0,0,0,1,0,"Partial",
"6567","1910","Charleston (WV)",0,0,0,0,1,1,"Partial",
"6937","1911","Charleston (WV)",0,0,0,0,2,0,"Partial",
"7315","1912","Charleston (WV)",0,0,0,0,1,0,"Partial",
"7691","1913","Charleston (WV)",0,0,0,1,1,2,"Partial",
"8057","1914","Charleston (WV)",0,0,0,0,2,0,"Partial",
"8815","1916","Charleston (WV)",0,0,0,0,1,0,"Partial",
"9223","1917","Charleston (WV)",0,0,0,0,0,1,"Partial",
"9874","1919","Charleston (WV)",0,0,0,0,1,0,"Partial",
"10267","1920","Charleston (WV)",0,0,0,1,2,0,"Partial",
"10669","1921","Charleston (WV)",0,0,0,0,3,0,"Partial",
"11131","1922","Charleston (WV)",0,0,0,0,2,0,"Partial",
"11615","1923","Charleston (WV)",0,0,0,0,2,0,"Partial",
"12548","1925","Charleston (WV)",0,0,0,0,1,0,"Partial",
"13980","1928","Charleston (WV)",0,0,0,0,1,0,"Partial",
"14467","1929","Charleston (WV)",0,0,0,0,1,0,"Partial",
"14935","1930","Charleston (WV)",0,0,0,0,1,0,"Partial",
"15409","1931","Charleston (WV)",0,0,0,0,1,0,"Partial",
"15867","1932","Charleston (WV)",0,0,0,0,1,0,"Partial",
"16329","1933","Charleston (WV)",0,0,0,0,1,0,"Partial",
"16769","1934","Charleston (WV)",0,0,0,0,1,0,"Partial",
"17211","1935","Charleston (WV)",0,0,0,0,1,0,"Partial",
"17639","1936","Charleston (WV)",0,0,0,0,1,0,"Partial",
"18881","1939","Charleston (WV)",0,0,0,0,2,0,"Partial",
"19266","1940","Charleston (WV)",0,0,0,0,1,0,"Partial",
"20016","1942","Charleston (WV)",0,0,0,1,0,0,"Partial",
"21074","1946","Charleston (WV)",0,0,0,0,1,0,"Partial",
"21426","1947","Charleston (WV)",0,0,0,0,1,0,"Partial",
"21773","1948","Charleston (WV)",0,0,0,0,1,0,"Partial",
"22125","1949","Charleston (WV)",0,0,0,2,0,0,"Partial",
"22464","1950","Charleston (WV)",0,0,0,1,0,0,"Partial",
"22796","1951","Charleston (WV)",0,0,0,0,2,1,"Partial",
"23112","1952","Charleston (WV)",0,0,0,2,1,0,"Partial",
"23420","1953","Charleston (WV)",0,0,0,1,2,1,"Partial",
"23718","1954","Charleston (WV)",0,0,0,0,1,0,"Partial",
"24020","1955","Charleston (WV)",0,0,0,0,3,0,"Partial",
"24313","1956","Charleston (WV)",0,0,0,2,1,0,"Partial",
"37275","2003","Charleston (WV)",0,0,0,0,2,0,"Partial",
"37643","2004","Charleston (WV)",0,0,0,0,4,0,"Partial",
"38003","2005","Charleston (WV)",0,0,0,1,0,0,"Partial",
"38369","2006","Charleston (WV)",0,0,0,0,1,0,"Partial",
"40906","2013","Charleston (WV)",0,0,0,0,1,0,"Partial",
"41661","2015","Charleston (WV)",0,0,0,0,1,0,"Partial",
"43104","2019","Charleston (WV)",0,0,0,1,0,0,"Partial",
"44433","2023","Charleston (WV)",0,0,0,1,1,0,"Partial",
"44793","2024","Charleston (WV)",0,0,0,0,1,0,"Partial",
"33471","1991","Charleston So.",0,0,0,0,1,0,"Partial",
"33720","1992","Charleston So.",0,0,0,0,1,0,"Partial",
"33963","1993","Charleston So.",0,0,0,0,3,0,"Partial",
"34200","1994","Charleston So.",0,0,0,0,3,0,"Partial",
"34446","1995","Charleston So.",0,5,0,1,10,0,"FCSIndep",
"34802","1996","Charleston So.",0,4,0,2,8,0,"FCSIndep",
"35149","1997","Charleston So.",0,3,0,1,9,0,"FCSIndep",
"35486","1998","Charleston So.",1,3,0,3,8,0,"FCSIndep",
"35834","1999","Charleston So.",2,2,0,4,6,0,"FCSIndep",
"36195","2000","Charleston So.",3,2,0,5,6,0,"FCSIndep",
"36563","2001","Charleston So.",0,3,0,5,6,0,"FCSIndep",
"36913","2002","Charleston So.",0,3,0,4,8,0,"Big South",
"37276","2003","Charleston So.",0,4,0,1,11,0,"Big South",
"37644","2004","Charleston So.",1,3,0,5,5,0,"Big South",
"38004","2005","Charleston So.",3,1,0,7,4,0,"Big South",
"38370","2006","Charleston So.",2,2,0,9,2,0,"Big South",
"38733","2007","Charleston So.",1,3,0,5,6,0,"Big South",
"39107","2008","Charleston So.",3,2,0,7,5,0,"Big South",
"39476","2009","Charleston So.",4,2,0,6,5,0,"Big South",
"39844","2010","Charleston So.",1,5,0,3,8,0,"Big South",
"40202","2011","Charleston So.",0,6,0,0,11,0,"Big South",
"40557","2012","Charleston So.",3,3,0,5,6,0,"Big South",
"40907","2013","Charleston So.",3,2,0,10,3,0,"Big South",
"41291","2014","Charleston So.",3,2,0,8,4,0,"Big South",
"41662","2015","Charleston So.",6,0,0,10,3,0,"Big South",
"42017","2016","Charleston So.",4,1,0,7,4,0,"Big South",
"42377","2017","Charleston So.",3,2,0,6,5,0,"Big South",
"42732","2018","Charleston So.",3,2,0,5,6,0,"Big South",
"43105","2019","Charleston So.",4,2,0,6,6,0,"Big South",
"43454","2020","Charleston So.",2,2,0,2,2,0,"Big South",
"43714","2021","Charleston So.",3,4,0,4,6,0,"Big South",
"44065","2022","Charleston So.",2,3,0,2,8,0,"Big South",
"44434","2023","Charleston So.",2,4,0,4,7,0,"BSCOVC",
"44794","2024","Charleston So.",0,8,0,1,11,0,"BSCOVC",
"45166","2025","Charleston So.",4,4,0,5,7,0,"BSCOVC",
"40908","2013","Charlotte",0,0,0,5,6,0,"FCSIndep",
"41292","2014","Charlotte",0,0,0,5,6,0,"FCSIndep",
"41663","2015","Charlotte",0,8,0,2,10,0,"CUSA","East"
"42018","2016","Charlotte",3,5,0,4,8,0,"CUSA","East"
"42378","2017","Charlotte",1,7,0,1,11,0,"CUSA","East"
"42733","2018","Charlotte",4,4,0,5,7,0,"CUSA","East"
"43106","2019","Charlotte",5,3,0,7,6,0,"CUSA","East"
"43455","2020","Charlotte",2,2,0,2,4,0,"CUSA","East"
"43715","2021","Charlotte",3,5,0,5,7,0,"CUSA","East"
"44066","2022","Charlotte",2,6,0,3,9,0,"CUSA",
"44435","2023","Charlotte",2,6,0,3,9,0,"American",
"44795","2024","Charlotte",4,4,0,5,7,0,"American",
"45167","2025","Charlotte",0,8,0,1,11,0,"American",
"2684","1899","Chattanooga",0,0,0,0,1,0,"Partial",
"3024","1900","Chattanooga",0,0,0,0,1,0,"Partial",
"4441","1904","Chattanooga",0,0,0,1,1,0,"Partial",
"4815","1905","Chattanooga",0,0,0,1,1,0,"Partial",
"5181","1906","Chattanooga",0,0,0,0,1,0,"Partial",
"5486","1907","Chattanooga",0,0,0,0,2,0,"Partial",
"5827","1908","Chattanooga",0,0,0,0,2,0,"Partial",
"6187","1909","Chattanooga",0,0,0,2,3,2,"Indep",
"6570","1910","Chattanooga",0,0,0,5,2,1,"Indep",
"7316","1912","Chattanooga",0,0,0,0,2,0,"Partial",
"7693","1913","Chattanooga",0,0,0,0,3,0,"Partial",
"8059","1914","Chattanooga",0,0,0,0,3,0,"Partial",
"8430","1915","Chattanooga",0,0,0,1,0,2,"Partial",
"8817","1916","Chattanooga",0,0,0,1,5,0,"Partial",
"9875","1919","Chattanooga",0,0,0,0,2,0,"Partial",
"10268","1920","Chattanooga",0,0,0,3,4,1,"Indep",
"10670","1921","Chattanooga",0,0,0,4,6,0,"Indep",
"11132","1922","Chattanooga",0,0,0,6,2,1,"Indep",
"11616","1923","Chattanooga",0,0,0,3,4,2,"Indep",
"12074","1924","Chattanooga",0,0,0,1,7,1,"Indep",
"12550","1925","Chattanooga",0,0,0,4,4,0,"Indep",
"13032","1926","Chattanooga",0,0,0,6,2,2,"Indep",
"13515","1927","Chattanooga",0,0,0,8,1,0,"Indep",
"13981","1928","Chattanooga",0,0,0,8,2,0,"Indep",
"14468","1929","Chattanooga",0,0,0,8,2,0,"Indep",
"14936","1930","Chattanooga",0,0,0,5,3,2,"Indep",
"15410","1931","Chattanooga",0,0,0,9,2,0,"Indep",
"15868","1932","Chattanooga",0,0,0,3,6,0,"Indep",
"16330","1933","Chattanooga",0,0,0,2,3,2,"Indep",
"16770","1934","Chattanooga",0,0,0,4,3,1,"Indep",
"17212","1935","Chattanooga",0,0,0,4,3,1,"Indep",
"17640","1936","Chattanooga",0,0,0,5,2,1,"Indep",
"18063","1937","Chattanooga",0,0,0,4,3,2,"Indep",
"18485","1938","Chattanooga",0,0,0,4,5,0,"Indep",
"18882","1939","Chattanooga",0,0,0,5,2,1,"Indep",
"19267","1940","Chattanooga",0,0,0,7,1,1,"Indep",
"19647","1941","Chattanooga",0,0,0,7,1,1,"Indep",
"20017","1942","Chattanooga",0,0,0,7,4,0,"Indep",
"20800","1945","Chattanooga",0,0,0,5,3,0,"Indep",
"21075","1946","Chattanooga",0,0,0,5,5,0,"Indep",
"21427","1947","Chattanooga",0,0,0,4,6,0,"Indep",
"21774","1948","Chattanooga",0,0,0,4,5,0,"Indep",
"22126","1949","Chattanooga",0,0,0,5,4,0,"Indep",
"22465","1950","Chattanooga",0,0,0,1,9,0,"Indep",
"22797","1951","Chattanooga",0,0,0,6,5,0,"Indep",
"23113","1952","Chattanooga",0,0,0,7,3,0,"Indep",
"23421","1953","Chattanooga",0,0,0,3,7,0,"Indep",
"23719","1954","Chattanooga",0,0,0,6,4,0,"Indep",
"24021","1955","Chattanooga",0,0,0,5,4,1,"Indep",
"24314","1956","Chattanooga",0,0,0,5,4,0,"Indep",
"24610","1957","Chattanooga",0,0,0,4,5,1,"Indep",
"24886","1958","Chattanooga",0,0,0,5,5,0,"Indep",
"25156","1959","Chattanooga",0,0,0,2,6,0,"Partial",
"25426","1960","Chattanooga",0,0,0,2,5,0,"Partial",
"25691","1961","Chattanooga",0,0,0,2,5,0,"Partial",
"25957","1962","Chattanooga",0,0,0,1,4,0,"Partial",
"26230","1963","Chattanooga",0,0,0,3,4,0,"Partial",
"26497","1964","Chattanooga",0,0,0,3,3,0,"Partial",
"26767","1965","Chattanooga",0,0,0,3,4,0,"Partial",
"27037","1966","Chattanooga",0,0,0,1,5,0,"Partial",
"27309","1967","Chattanooga",0,0,0,3,3,0,"Partial",
"27574","1968","Chattanooga",0,0,0,4,1,0,"Partial",
"27849","1969","Chattanooga",0,0,0,3,4,0,"Partial",
"28118","1970","Chattanooga",0,0,0,1,7,0,"Partial",
"28384","1971","Chattanooga",0,0,0,2,9,0,"Indep",
"28636","1972","Chattanooga",0,0,0,2,9,0,"Indep",
"28892","1973","Chattanooga",0,0,0,4,7,0,"Indep",
"29142","1974","Chattanooga",0,0,0,4,7,0,"Indep",
"29401","1975","Chattanooga",0,0,0,5,5,1,"Indep",
"29666","1976","Chattanooga",0,0,0,6,4,1,"Indep",
"29926","1977","Chattanooga",4,1,0,9,1,1,"Southern",
"30200","1978","Chattanooga",4,1,0,7,3,1,"Southern",
"30465","1979","Chattanooga",5,1,0,9,2,0,"Southern",
"30736","1980","Chattanooga",5,2,0,8,3,0,"Southern",
"31000","1981","Chattanooga",3,2,1,7,3,1,"Southern",
"31263","1982","Chattanooga",0,0,0,4,2,0,"Partial",
"31523","1983","Chattanooga",0,0,0,4,2,0,"Partial",
"31774","1984","Chattanooga",0,0,0,3,4,0,"Partial",
"32020","1985","Chattanooga",0,0,0,1,4,0,"Partial",
"32273","1986","Chattanooga",0,0,0,1,4,0,"Partial",
"32520","1987","Chattanooga",0,0,0,1,3,0,"Partial",
"32761","1988","Chattanooga",0,0,0,1,5,0,"Partial",
"32998","1989","Chattanooga",0,0,0,2,3,0,"Partial",
"33234","1990","Chattanooga",0,0,0,2,4,0,"Partial",
"33472","1991","Chattanooga",0,0,0,2,2,0,"Partial",
"33721","1992","Chattanooga",0,0,0,1,3,0,"Partial",
"33964","1993","Chattanooga",0,0,0,1,3,0,"Partial",
"34201","1994","Chattanooga",0,0,0,0,4,0,"Partial",
"34447","1995","Chattanooga",2,6,0,4,7,0,"Southern",
"34803","1996","Chattanooga",2,6,0,3,8,0,"Southern",
"35150","1997","Chattanooga",4,4,0,7,4,0,"Southern",
"35487","1998","Chattanooga",4,4,0,5,6,0,"Southern",
"35835","1999","Chattanooga",3,5,0,5,6,0,"Southern",
"36196","2000","Chattanooga",3,5,0,5,6,0,"Southern",
"36564","2001","Chattanooga",1,7,0,3,8,0,"Southern",
"36914","2002","Chattanooga",2,6,0,2,10,0,"Southern",
"37277","2003","Chattanooga",3,5,0,3,9,0,"Southern",
"37645","2004","Chattanooga",2,5,0,2,9,0,"Southern",
"38005","2005","Chattanooga",3,4,0,6,5,0,"Southern",
"38371","2006","Chattanooga",2,5,0,3,8,0,"Southern",
"38734","2007","Chattanooga",2,5,0,2,9,0,"Southern",
"39108","2008","Chattanooga",0,8,0,1,11,0,"Southern",
"39477","2009","Chattanooga",4,4,0,6,5,0,"Southern",
"39845","2010","Chattanooga",5,3,0,6,5,0,"Southern",
"40203","2011","Chattanooga",3,5,0,5,6,0,"Southern",
"40558","2012","Chattanooga",5,3,0,6,5,0,"Southern",
"40909","2013","Chattanooga",6,2,0,8,4,0,"Southern",
"41293","2014","Chattanooga",7,0,0,10,4,0,"Southern",
"41664","2015","Chattanooga",6,1,0,9,4,0,"Southern",
"42019","2016","Chattanooga",6,2,0,9,4,0,"Southern",
"42379","2017","Chattanooga",3,5,0,3,8,0,"Southern",
"42734","2018","Chattanooga",4,4,0,6,5,0,"Southern",
"43107","2019","Chattanooga",5,3,0,6,6,0,"Southern",
"43456","2020","Chattanooga",3,1,0,3,2,0,"Southern",
"43716","2021","Chattanooga",5,3,0,6,5,0,"Southern",
"44067","2022","Chattanooga",5,3,0,7,4,0,"Southern",
"44436","2023","Chattanooga",6,2,0,8,5,0,"Southern",
"44796","2024","Chattanooga",5,3,0,7,5,0,"Southern",
"45168","2025","Chattanooga",4,4,0,5,7,0,"Southern",
"1476","1895","Chi. Physicians & Surgeons",0,0,0,0,1,0,"Partial",
"1749","1896","Chi. Physicians & Surgeons",0,0,0,1,2,0,"Partial",
