"","year","team","WC","LC","TC","W","L","T","conf","division"
"34992","1996","Sacramento St.",0,7,0,1,10,0,"Big Sky",
"35338","1997","Sacramento St.",1,7,0,1,10,0,"Big Sky",
"35672","1998","Sacramento St.",3,5,0,5,6,0,"Big Sky",
"36026","1999","Sacramento St.",3,5,0,6,5,0,"Big Sky",
"36394","2000","Sacramento St.",5,3,0,7,4,0,"Big Sky",
"36754","2001","Sacramento St.",1,6,0,2,9,0,"Big Sky",
"37112","2002","Sacramento St.",3,4,0,5,7,0,"Big Sky",
"37471","2003","Sacramento St.",1,6,0,2,9,0,"Big Sky",
"37831","2004","Sacramento St.",2,5,0,3,8,0,"Big Sky",
"38203","2005","Sacramento St.",1,6,0,2,9,0,"Big Sky",
"38560","2006","Sacramento St.",4,4,0,4,7,0,"Big Sky",
"38929","2007","Sacramento St.",3,5,0,3,8,0,"Big Sky",
"39306","2008","Sacramento St.",3,5,0,6,6,0,"Big Sky",
"39673","2009","Sacramento St.",4,4,0,5,6,0,"Big Sky",
"40039","2010","Sacramento St.",5,3,0,6,5,0,"Big Sky",
"40395","2011","Sacramento St.",3,5,0,4,7,0,"Big Sky",
"40751","2012","Sacramento St.",4,4,0,6,5,0,"Big Sky",
"41117","2013","Sacramento St.",4,4,0,5,7,0,"Big Sky",
"41497","2014","Sacramento St.",4,4,0,7,5,0,"Big Sky",
"41858","2015","Sacramento St.",1,7,0,2,9,0,"Big Sky",
"42221","2016","Sacramento St.",2,6,0,2,9,0,"Big Sky",
"42576","2017","Sacramento St.",6,2,0,7,4,0,"Big Sky",
"42942","2018","Sacramento St.",0,7,0,2,8,0,"Big Sky",
"43306","2019","Sacramento St.",7,1,0,9,4,0,"Big Sky",
"43910","2021","Sacramento St.",8,0,0,9,3,0,"Big Sky",
"44270","2022","Sacramento St.",8,0,0,12,1,0,"Big Sky",
"44623","2023","Sacramento St.",4,4,0,8,5,0,"Big Sky",
"45000","2024","Sacramento St.",1,7,0,3,9,0,"Big Sky",
"45373","2025","Sacramento St.",5,3,0,7,5,0,"Big Sky",
"4295","1903","Sacred Heart",0,0,0,0,2,0,"Partial",
"4669","1904","Sacred Heart",0,0,0,0,1,0,"Partial",
"5044","1905","Sacred Heart",0,0,0,0,1,0,"Partial",
"8283","1914","Sacred Heart",0,0,0,0,1,0,"Partial",
"34642","1995","Sacred Heart",0,0,0,0,1,0,"Partial",
"34993","1996","Sacred Heart",0,0,0,0,1,0,"Partial",
"35339","1997","Sacred Heart",0,0,0,0,2,0,"Partial",
"35673","1998","Sacred Heart",1,4,0,2,8,0,"NEC",
"36027","1999","Sacred Heart",0,7,0,2,9,0,"NEC",
"36395","2000","Sacred Heart",7,1,0,10,1,0,"NEC",
"36755","2001","Sacred Heart",8,0,0,11,0,0,"NEC",
"37113","2002","Sacred Heart",5,2,0,7,3,0,"NEC",
"37472","2003","Sacred Heart",3,4,0,6,5,0,"NEC",
"37832","2004","Sacred Heart",3,4,0,6,4,0,"NEC",
"38204","2005","Sacred Heart",3,4,0,4,6,0,"NEC",
"38561","2006","Sacred Heart",1,6,0,2,9,0,"NEC",
"38930","2007","Sacred Heart",0,6,0,3,8,0,"NEC",
"39307","2008","Sacred Heart",4,3,0,8,3,0,"NEC",
"39674","2009","Sacred Heart",2,6,0,2,8,0,"NEC",
"40040","2010","Sacred Heart",2,6,0,4,7,0,"NEC",
"40396","2011","Sacred Heart",3,5,0,5,6,0,"NEC",
"40752","2012","Sacred Heart",1,7,0,2,9,0,"NEC",
"41118","2013","Sacred Heart",4,2,0,10,3,0,"NEC",
"41498","2014","Sacred Heart",5,1,0,9,3,0,"NEC",
"41859","2015","Sacred Heart",3,3,0,6,5,0,"NEC",
"42222","2016","Sacred Heart",1,5,0,6,5,0,"NEC",
"42577","2017","Sacred Heart",2,4,0,4,7,0,"NEC",
"42943","2018","Sacred Heart",5,1,0,7,4,0,"NEC",
"43307","2019","Sacred Heart",4,3,0,7,5,0,"NEC",
"43589","2020","Sacred Heart",2,1,0,3,2,0,"NEC",
"43911","2021","Sacred Heart",6,1,0,8,4,0,"NEC",
"44271","2022","Sacred Heart",3,4,0,5,6,0,"NEC",
"44624","2023","Sacred Heart",2,5,0,2,9,0,"NEC",
"45001","2024","Sacred Heart",1,0,0,5,6,0,"FCSIndep",
"45374","2025","Sacred Heart",1,0,0,8,4,0,"FCSIndep",
"28778","1972","Salisbury St.",0,0,0,1,0,0,"Partial",
"29029","1973","Salisbury St.",0,0,0,1,0,0,"Partial",
"29285","1974","Salisbury St.",0,0,0,0,1,0,"Partial",
"29545","1975","Salisbury St.",0,0,0,0,1,0,"Partial",
"29809","1976","Salisbury St.",0,0,0,0,1,0,"Partial",
"30078","1977","Salisbury St.",0,0,0,0,1,0,"Partial",
"30347","1978","Salisbury St.",0,0,0,1,0,0,"Partial",
"31660","1983","Salisbury St.",0,0,0,1,1,0,"Partial",
"32157","1985","Salisbury St.",0,0,0,1,1,0,"Partial",
"32409","1986","Salisbury St.",0,0,0,3,1,0,"Partial",
"37115","2002","Salisbury St.",0,0,0,0,1,0,"Partial",
"37833","2004","Salisbury St.",0,0,0,0,1,0,"Partial",
"38206","2005","Salisbury St.",0,0,0,1,0,0,"Partial",
"38562","2006","Salisbury St.",0,0,0,0,1,0,"Partial",
"38931","2007","Salisbury St.",0,0,0,0,1,0,"Partial",
"40041","2010","Salisbury St.",0,0,0,0,1,0,"Partial",
"40398","2011","Salisbury St.",0,0,0,2,1,0,"Partial",
"40753","2012","Salisbury St.",0,0,0,1,1,0,"Partial",
"41860","2015","Salisbury St.",0,0,0,0,1,0,"Partial",
"43308","2019","Salisbury St.",0,0,0,2,1,0,"Partial",
"43912","2021","Salisbury St.",0,0,0,0,1,0,"Partial",
"44272","2022","Salisbury St.",0,0,0,0,1,0,"Partial",
"45002","2024","Salisbury St.",0,0,0,2,1,0,"Partial",
"7540","1912","Sam Houston",0,0,0,2,2,0,"Minor",
"7919","1913","Sam Houston",0,0,0,3,2,0,"Minor",
"8284","1914","Sam Houston",0,0,0,3,2,0,"Minor",
"8660","1915","Sam Houston",0,0,0,5,1,1,"Minor",
"9055","1916","Sam Houston",0,0,0,5,2,0,"Minor",
"9431","1917","Sam Houston",0,0,0,1,3,0,"Minor",
"10108","1919","Sam Houston",0,0,0,0,7,0,"Minor",
"10501","1920","Sam Houston",0,0,0,1,3,2,"Minor",
"10939","1921","Sam Houston",0,0,0,3,1,2,"Minor",
"11418","1922","Sam Houston",0,0,0,3,4,0,"Minor",
"11889","1923","Sam Houston",0,0,0,4,4,0,"Minor",
"12351","1924","Sam Houston",0,0,0,2,5,1,"Minor",
"12837","1925","Sam Houston",0,0,0,5,4,0,"Minor",
"13319","1926","Sam Houston",0,0,0,5,3,1,"Minor",
"13785","1927","Sam Houston",0,0,0,4,4,1,"Minor",
"14258","1928","Sam Houston",0,0,0,5,5,0,"Minor",
"14735","1929","Sam Houston",0,0,0,5,3,1,"Minor",
"15202","1930","Sam Houston",0,0,0,9,1,0,"Minor",
"15676","1931","Sam Houston",0,0,0,4,5,0,"Minor",
"16137","1932","Sam Houston",0,0,0,2,6,1,"Minor",
"16584","1933","Sam Houston",0,0,0,3,4,2,"Minor",
"17023","1934","Sam Houston",0,0,0,3,4,2,"Minor",
"17463","1935","Sam Houston",0,0,0,3,6,0,"Minor",
"17879","1936","Sam Houston",0,0,0,2,7,0,"Minor",
"18295","1937","Sam Houston",0,0,0,5,5,0,"Minor",
"18708","1938","Sam Houston",0,0,0,8,2,0,"Minor",
"19096","1939","Sam Houston",0,0,0,7,1,2,"Minor",
"19476","1940","Sam Houston",0,0,0,8,2,0,"Minor",
"19848","1941","Sam Houston",0,0,0,2,7,1,"Minor",
"20210","1942","Sam Houston",0,0,0,5,3,0,"Minor",
"21273","1946","Sam Houston",0,0,0,6,2,1,"Minor",
"21626","1947","Sam Houston",0,0,0,3,6,0,"Minor",
"21974","1948","Sam Houston",0,0,0,0,9,1,"Minor",
"22323","1949","Sam Houston",0,0,0,3,7,0,"Minor",
"22652","1950","Sam Houston",0,0,0,5,5,0,"Minor",
"22967","1951","Sam Houston",0,0,0,4,4,1,"Minor",
"23287","1952","Sam Houston",0,0,0,6,4,0,"Minor",
"23589","1953","Sam Houston",0,0,0,9,1,0,"Minor",
"23888","1954","Sam Houston",0,0,0,6,4,0,"Minor",
"24188","1955","Sam Houston",0,0,0,6,1,2,"Minor",
"24482","1956","Sam Houston",0,0,0,10,0,0,"Minor",
"24766","1957","Sam Houston",0,0,0,3,5,1,"Minor",
"25038","1958","Sam Houston",0,0,0,7,3,0,"Minor",
"25306","1959","Sam Houston",0,0,0,5,5,0,"Minor",
"25577","1960","Sam Houston",0,0,0,3,6,0,"Minor",
"25841","1961","Sam Houston",0,0,0,8,1,0,"Minor",
"26105","1962","Sam Houston",0,0,0,5,3,1,"Minor",
"26378","1963","Sam Houston",0,0,0,4,3,1,"Minor",
"26645","1964","Sam Houston",0,0,0,9,1,1,"Minor",
"26917","1965","Sam Houston",0,0,0,4,6,0,"Minor",
"27189","1966","Sam Houston",0,0,0,6,3,1,"Minor",
"27454","1967","Sam Houston",0,0,0,3,6,0,"Minor",
"27721","1968","Sam Houston",0,0,0,5,4,1,"Minor",
"27997","1969","Sam Houston",0,0,0,3,6,1,"Minor",
"28268","1970","Sam Houston",0,0,0,8,2,1,"Minor",
"28524","1971","Sam Houston",0,0,0,4,7,0,"Minor",
"28779","1972","Sam Houston",0,0,0,5,6,0,"Minor",
"29030","1973","Sam Houston",0,0,0,2,8,0,"Minor",
"29286","1974","Sam Houston",0,0,0,4,7,0,"Minor",
"29546","1975","Sam Houston",0,0,0,3,8,0,"Minor",
"29810","1976","Sam Houston",0,0,0,3,5,1,"Minor",
"30079","1977","Sam Houston",0,0,0,1,10,0,"Minor",
"30348","1978","Sam Houston",0,0,0,6,5,0,"Minor",
"30619","1979","Sam Houston",0,0,0,1,9,0,"Minor",
"30887","1980","Sam Houston",0,0,0,3,7,0,"Minor",
"31147","1981","Sam Houston",0,0,0,2,8,0,"Minor",
"31403","1982","Sam Houston",0,0,0,3,8,0,"Minor",
"31661","1983","Sam Houston",0,0,0,4,7,0,"Minor",
"31908","1984","Sam Houston",0,0,0,8,3,0,"Minor",
"32158","1985","Sam Houston",0,0,0,8,3,0,"Minor",
"32410","1986","Sam Houston",0,0,0,9,3,0,"Minor",
"32656","1987","Sam Houston",0,0,0,8,3,0,"Minor",
"32893","1988","Sam Houston",0,0,0,3,8,0,"Minor",
"33132","1989","Sam Houston",0,0,0,3,8,0,"Minor",
"33363","1990","Sam Houston",0,0,0,4,7,0,"Minor",
"33611","1991","Sam Houston",0,0,0,8,3,1,"Minor",
"33857","1992","Sam Houston",0,0,0,6,3,2,"Minor",
"34096","1993","Sam Houston",0,0,0,4,7,0,"Minor",
"34326","1994","Sam Houston",0,0,0,6,5,0,"Minor",
"34643","1995","Sam Houston",2,3,0,5,5,0,"Southland",
"34994","1996","Sam Houston",3,3,0,4,7,0,"Southland",
"35340","1997","Sam Houston",3,4,0,5,6,0,"Southland",
"35674","1998","Sam Houston",1,6,0,3,8,0,"Southland",
"36028","1999","Sam Houston",4,3,0,6,5,0,"Southland",
"36397","2000","Sam Houston",4,3,0,7,4,0,"Southland",
"36757","2001","Sam Houston",5,1,0,10,3,0,"Southland",
"37116","2002","Sam Houston",2,4,0,4,7,0,"Southland",
"37474","2003","Sam Houston",1,4,0,2,9,0,"Southland",
"37834","2004","Sam Houston",4,1,0,11,3,0,"Southland",
"38207","2005","Sam Houston",2,4,0,3,7,0,"Southland",
"38563","2006","Sam Houston",4,2,0,6,5,0,"Southland",
"38932","2007","Sam Houston",5,2,0,7,4,0,"Southland",
"39308","2008","Sam Houston",2,5,0,4,6,0,"Southland",
"39676","2009","Sam Houston",3,4,0,5,6,0,"Southland",
"40042","2010","Sam Houston",4,3,0,6,5,0,"Southland",
"40399","2011","Sam Houston",7,0,0,14,1,0,"Southland",
"40754","2012","Sam Houston",6,1,0,11,4,0,"Southland",
"41121","2013","Sam Houston",4,3,0,9,5,0,"Southland",
"41499","2014","Sam Houston",7,1,0,11,5,0,"Southland",
"41861","2015","Sam Houston",7,2,0,11,4,0,"Southland",
"42223","2016","Sam Houston",9,0,0,12,1,0,"Southland",
"42578","2017","Sam Houston",8,1,0,12,2,0,"Southland",
"42944","2018","Sam Houston",5,4,0,6,5,0,"Southland",
"43309","2019","Sam Houston",6,3,0,7,5,0,"Southland",
"43590","2020","Sam Houston",6,0,0,10,0,0,"Southland",
"43913","2021","Sam Houston",6,0,0,11,1,0,"AQ7",
"44273","2022","Sam Houston",2,0,0,5,4,0,"FCSIndep",
"44625","2023","Sam Houston",2,6,0,3,9,0,"CUSA",
"45003","2024","Sam Houston",6,2,0,10,3,0,"CUSA",
"45377","2025","Sam Houston",1,7,0,2,10,0,"CUSA",
"3914","1902","Samford",0,0,0,0,1,0,"Partial",
"4297","1903","Samford",0,0,0,0,2,0,"Partial",
"5046","1905","Samford",0,0,0,1,1,0,"Partial",
"5368","1906","Samford",0,0,0,0,2,1,"Partial",
"5691","1907","Samford",0,0,0,2,5,0,"Indep",
"6045","1908","Samford",0,0,0,1,2,0,"Partial",
"6421","1909","Samford",0,0,0,5,2,1,"Indep",
"6796","1910","Samford",0,0,0,1,7,0,"Indep",
"7165","1911","Samford",0,0,0,1,6,1,"Indep",
"7541","1912","Samford",0,0,0,1,6,0,"Indep",
"7920","1913","Samford",0,0,0,0,2,1,"Partial",
"8285","1914","Samford",0,0,0,0,1,0,"Partial",
"8661","1915","Samford",0,0,0,0,2,0,"Partial",
"9056","1916","Samford",0,0,0,1,1,0,"Partial",
"9432","1917","Samford",0,0,0,0,2,1,"Partial",
"9756","1918","Samford",0,0,0,0,0,1,"Partial",
"10109","1919","Samford",0,0,0,3,5,2,"Indep",
"10502","1920","Samford",0,0,0,3,5,1,"Indep",
"10940","1921","Samford",0,0,0,3,6,0,"Indep",
"11419","1922","Samford",0,0,0,2,6,2,"Indep",
"11890","1923","Samford",0,0,0,3,4,3,"Indep",
"12352","1924","Samford",0,0,0,3,5,1,"Indep",
"12838","1925","Samford",0,0,0,2,2,0,"Partial",
"13320","1926","Samford",0,0,0,1,2,0,"Partial",
"13786","1927","Samford",0,0,0,2,1,2,"Partial",
"14259","1928","Samford",0,0,0,2,3,0,"Partial",
"14736","1929","Samford",0,0,0,0,3,0,"Partial",
"15203","1930","Samford",0,0,0,2,2,0,"Partial",
"15677","1931","Samford",0,0,0,2,2,0,"Partial",
"16138","1932","Samford",0,0,0,0,4,0,"Partial",
"16585","1933","Samford",0,0,0,1,1,0,"Partial",
"17024","1934","Samford",0,0,0,1,4,1,"Partial",
"17464","1935","Samford",0,0,0,7,1,2,"Indep",
"17880","1936","Samford",0,0,0,5,3,1,"Indep",
"18296","1937","Samford",0,0,0,1,2,0,"Partial",
"18709","1938","Samford",0,0,0,0,4,0,"Partial",
"19097","1939","Samford",0,0,0,1,4,0,"Partial",
"19477","1940","Samford",0,0,0,0,5,0,"Partial",
"19849","1941","Samford",0,0,0,1,4,1,"Partial",
"20455","1943","Samford",0,0,0,0,1,0,"Partial",
"20692","1944","Samford",0,0,0,0,2,0,"Partial",
"20958","1945","Samford",0,0,0,0,4,0,"Partial",
"21975","1948","Samford",0,0,0,0,1,0,"Partial",
"22324","1949","Samford",0,0,0,0,2,0,"Partial",
"22653","1950","Samford",0,0,0,0,4,0,"Partial",
"22968","1951","Samford",0,0,0,0,0,1,"Partial",
"23288","1952","Samford",0,0,0,0,2,0,"Partial",
"23590","1953","Samford",0,0,0,0,2,0,"Partial",
"23889","1954","Samford",0,0,0,0,1,0,"Partial",
"24189","1955","Samford",0,0,0,0,1,0,"Partial",
"25039","1958","Samford",0,0,0,0,1,0,"Partial",
"25307","1959","Samford",0,0,0,1,0,0,"Partial",
"25578","1960","Samford",0,0,0,1,0,0,"Partial",
"25842","1961","Samford",0,0,0,1,1,0,"Partial",
"26106","1962","Samford",0,0,0,1,0,0,"Partial",
"26379","1963","Samford",0,0,0,1,1,0,"Partial",
"26646","1964","Samford",0,0,0,2,1,0,"Partial",
"26918","1965","Samford",0,0,0,1,3,0,"Partial",
"27190","1966","Samford",0,0,0,3,1,0,"Partial",
"27455","1967","Samford",0,0,0,2,1,0,"Partial",
"27722","1968","Samford",0,0,0,2,1,0,"Partial",
"27998","1969","Samford",0,0,0,1,3,0,"Partial",
"28269","1970","Samford",0,0,0,1,1,0,"Partial",
"28525","1971","Samford",0,0,0,2,0,0,"Partial",
"28780","1972","Samford",0,0,0,0,1,0,"Partial",
"32159","1985","Samford",0,0,0,0,1,0,"Partial",
"32411","1986","Samford",0,0,0,0,1,0,"Partial",
"32894","1988","Samford",0,0,0,0,2,0,"Partial",
"33133","1989","Samford",0,0,0,0,2,0,"Partial",
"33364","1990","Samford",0,0,0,0,3,0,"Partial",
"33612","1991","Samford",0,0,0,5,1,0,"Partial",
"33858","1992","Samford",0,0,0,2,3,0,"Partial",
"34097","1993","Samford",0,0,0,0,4,0,"Partial",
"34327","1994","Samford",0,0,0,1,2,0,"Partial",
"34644","1995","Samford",0,3,0,7,4,0,"FCSIndep",
"34995","1996","Samford",2,0,0,6,5,0,"FCSIndep",
"35341","1997","Samford",1,0,0,7,4,0,"FCSIndep",
"35675","1998","Samford",1,1,0,6,5,0,"FCSIndep",
"36029","1999","Samford",2,1,0,7,4,0,"FCSIndep",
"36398","2000","Samford",1,3,0,4,7,0,"FCSIndep",
"36758","2001","Samford",3,0,0,5,5,0,"FCSIndep",
"37117","2002","Samford",1,0,0,4,7,0,"FCSIndep",
"37475","2003","Samford",5,3,0,7,4,0,"OVC",
"37835","2004","Samford",3,5,0,4,7,0,"OVC",
"38208","2005","Samford",4,4,0,5,6,0,"OVC",
"38564","2006","Samford",1,7,0,3,8,0,"OVC",
"38933","2007","Samford",2,6,0,4,7,0,"OVC",
"39309","2008","Samford",4,4,0,6,5,0,"Southern",
"39677","2009","Samford",3,5,0,5,6,0,"Southern",
"40043","2010","Samford",2,6,0,4,7,0,"Southern",
"40400","2011","Samford",4,4,0,6,5,0,"Southern",
"40755","2012","Samford",5,3,0,7,4,0,"Southern",
"41122","2013","Samford",6,2,0,8,5,0,"Southern",
"41500","2014","Samford",5,2,0,7,4,0,"Southern",
"41862","2015","Samford",3,4,0,6,5,0,"Southern",
"42224","2016","Samford",5,3,0,7,5,0,"Southern",
"42579","2017","Samford",6,2,0,8,4,0,"Southern",
"42945","2018","Samford",5,3,0,6,5,0,"Southern",
"43310","2019","Samford",4,4,0,5,7,0,"Southern",
"43591","2020","Samford",4,3,0,4,3,0,"Southern",
"43914","2021","Samford",3,5,0,4,7,0,"Southern",
"44274","2022","Samford",8,0,0,11,2,0,"Southern",
"44626","2023","Samford",4,4,0,6,5,0,"Southern",
"45004","2024","Samford",3,4,0,4,7,0,"Southern",
"45378","2025","Samford",1,7,0,1,11,0,"Southern",
"24483","1956","San Diego",0,0,0,0,1,0,"Partial",
"25040","1958","San Diego",0,0,0,1,0,0,"Partial",
"25843","1961","San Diego",0,0,0,0,2,0,"Partial",
"29031","1973","San Diego",0,0,0,0,1,0,"Partial",
"34645","1995","San Diego",3,2,0,5,5,0,"Pioneer",
"34996","1996","San Diego",1,4,0,4,6,0,"Pioneer",
"35342","1997","San Diego",4,1,0,8,3,0,"Pioneer",
"35676","1998","San Diego",0,4,0,2,8,0,"Pioneer",
"36030","1999","San Diego",1,3,0,5,5,0,"Pioneer",
"36399","2000","San Diego",1,3,0,4,6,0,"Pioneer",
"36759","2001","San Diego",2,2,0,6,3,0,"Pioneer","North"
"37118","2002","San Diego",3,1,0,5,5,0,"Pioneer","North"
"37476","2003","San Diego",3,1,0,8,2,0,"Pioneer","North"
"37836","2004","San Diego",3,1,0,7,4,0,"Pioneer","North"
"38209","2005","San Diego",4,0,0,11,1,0,"Pioneer","North"
"38565","2006","San Diego",7,0,0,11,1,0,"Pioneer",
"38934","2007","San Diego",6,1,0,9,2,0,"Pioneer",
"39310","2008","San Diego",6,2,0,9,2,0,"Pioneer",
"39678","2009","San Diego",3,5,0,4,7,0,"Pioneer",
"40044","2010","San Diego",5,3,0,5,6,0,"Pioneer",
"40401","2011","San Diego",7,1,0,9,2,0,"Pioneer",
"40756","2012","San Diego",7,1,0,8,3,0,"Pioneer",
"41123","2013","San Diego",7,1,0,8,3,0,"Pioneer",
"41501","2014","San Diego",7,1,0,9,3,0,"Pioneer",
"41863","2015","San Diego",7,1,0,9,2,0,"Pioneer",
"42225","2016","San Diego",8,0,0,11,2,0,"Pioneer",
"42580","2017","San Diego",8,0,0,10,3,0,"Pioneer",
"42946","2018","San Diego",8,0,0,9,3,0,"Pioneer",
"43311","2019","San Diego",8,0,0,9,3,0,"Pioneer",
"43592","2020","San Diego",4,2,0,4,2,0,"Pioneer",
"43915","2021","San Diego",7,1,0,7,4,0,"Pioneer",
"44275","2022","San Diego",4,3,0,5,5,0,"Pioneer",
"44627","2023","San Diego",4,4,0,4,7,0,"Pioneer",
"45005","2024","San Diego",6,2,0,8,3,0,"Pioneer",
"45379","2025","San Diego",6,2,0,8,4,0,"Pioneer",
"11420","1922","San Diego Marines",0,0,0,0,1,0,"Partial",
"11891","1923","San Diego Marines",0,0,0,0,2,0,"Partial",
"12354","1924","San Diego Marines",0,0,0,0,1,0,"Partial",
"12839","1925","San Diego Marines",0,0,0,0,0,1,"Partial",
"15204","1930","San Diego Marines",0,0,0,0,1,0,"Partial",
"15678","1931","San Diego Marines",0,0,0,2,0,0,"Partial",
"16140","1932","San Diego Marines",0,0,0,2,3,0,"Partial",
"16586","1933","San Diego Marines",0,0,0,4,2,0,"Partial",
"17025","1934","San Diego Marines",0,0,0,0,1,0,"Partial",
"17465","1935","San Diego Marines",0,0,0,0,1,0,"Partial",
"17881","1936","San Diego Marines",0,0,0,1,1,1,"Partial",
"18297","1937","San Diego Marines",0,0,0,1,2,2,"Partial",
"18710","1938","San Diego Marines",0,0,0,0,4,0,"Partial",
"19098","1939","San Diego Marines",0,0,0,3,0,0,"Partial",
"19478","1940","San Diego Marines",0,0,0,3,1,0,"Partial",
"22654","1950","San Diego Marines",0,0,0,1,0,0,"Partial",
"22969","1951","San Diego Marines",0,0,0,0,1,0,"Partial",
"23289","1952","San Diego Marines",0,0,0,1,0,0,"Partial",
"23591","1953","San Diego Marines",0,0,0,1,0,0,"Partial",
"23890","1954","San Diego Marines",0,0,0,2,1,0,"Partial",
"24190","1955","San Diego Marines",0,0,0,1,1,0,"Partial",
"24484","1956","San Diego Marines",0,0,0,0,1,1,"Partial",
"24767","1957","San Diego Marines",0,0,0,2,0,0,"Partial",
"25041","1958","San Diego Marines",0,0,0,3,0,0,"Partial",
"25308","1959","San Diego Marines",0,0,0,2,0,0,"Partial",
"25579","1960","San Diego Marines",0,0,0,1,0,0,"Partial",
"25844","1961","San Diego Marines",0,0,0,0,2,0,"Partial",
"26107","1962","San Diego Marines",0,0,0,1,1,0,"Partial",
"26380","1963","San Diego Marines",0,0,0,2,0,0,"Partial",
"26647","1964","San Diego Marines",0,0,0,1,0,0,"Partial",
"20211","1942","San Diego NTS",0,0,0,1,0,0,"Partial",
"20457","1943","San Diego NTS",0,0,0,2,2,0,"Partial",
"20695","1944","San Diego NTS",0,0,0,1,3,0,"Partial",
"20959","1945","San Diego NTS",0,0,0,1,1,0,"Partial",
"22970","1951","San Diego NTS",0,0,0,2,2,0,"Partial",
"23290","1952","San Diego NTS",0,0,0,2,2,0,"Partial",
"23592","1953","San Diego NTS",0,0,0,1,1,0,"Partial",
"23891","1954","San Diego NTS",0,0,0,0,1,0,"Partial",
"24191","1955","San Diego NTS",0,0,0,0,3,0,"Partial",
"24485","1956","San Diego NTS",0,0,0,0,1,0,"Partial",
"10941","1921","San Diego St.",0,0,0,4,6,0,"Minor",
"11421","1922","San Diego St.",0,0,0,6,4,0,"Minor",
"11892","1923","San Diego St.",0,0,0,8,2,0,"Minor",
"12355","1924","San Diego St.",0,0,0,7,1,2,"Minor",
"12840","1925","San Diego St.",0,0,0,5,3,1,"Minor",
"13322","1926","San Diego St.",0,0,0,3,4,1,"Minor",
"13788","1927","San Diego St.",0,0,0,4,3,0,"Minor",
"14261","1928","San Diego St.",0,0,0,3,3,0,"Minor",
"14737","1929","San Diego St.",0,0,0,3,5,0,"Minor",
"15206","1930","San Diego St.",0,0,0,5,4,0,"Minor",
"15679","1931","San Diego St.",0,0,0,5,3,2,"Minor",
"16141","1932","San Diego St.",0,0,0,3,5,1,"Minor",
"16587","1933","San Diego St.",0,0,0,4,4,1,"Minor",
"17026","1934","San Diego St.",0,0,0,3,5,1,"Minor",
"17466","1935","San Diego St.",0,0,0,3,4,1,"Minor",
"17882","1936","San Diego St.",0,0,0,6,1,1,"Minor",
"18298","1937","San Diego St.",0,0,0,7,1,0,"Minor",
"18711","1938","San Diego St.",0,0,0,5,2,1,"Minor",
"19099","1939","San Diego St.",0,0,0,2,7,0,"Minor",
"19479","1940","San Diego St.",0,0,0,5,3,1,"Minor",
"19850","1941","San Diego St.",0,0,0,6,4,0,"Minor",
"20212","1942","San Diego St.",0,0,0,0,6,1,"Minor",
"20960","1945","San Diego St.",0,0,0,2,5,0,"Minor",
"21274","1946","San Diego St.",0,0,0,6,4,0,"Minor",
"21627","1947","San Diego St.",0,0,0,7,3,1,"Minor",
"21976","1948","San Diego St.",0,0,0,4,7,0,"Minor",
"22325","1949","San Diego St.",0,0,0,6,3,0,"Minor",
"22655","1950","San Diego St.",0,0,0,5,3,1,"Minor",
"22971","1951","San Diego St.",0,0,0,10,0,1,"Minor",
"23291","1952","San Diego St.",0,0,0,4,5,0,"Minor",
"23593","1953","San Diego St.",0,0,0,5,3,1,"Minor",
"23892","1954","San Diego St.",0,0,0,5,4,0,"Minor",
"24192","1955","San Diego St.",0,0,0,2,8,0,"Minor",
"24486","1956","San Diego St.",0,0,0,4,3,2,"Minor",
"24768","1957","San Diego St.",0,0,0,2,7,0,"Minor",
"25042","1958","San Diego St.",0,0,0,3,5,0,"Minor",
"25309","1959","San Diego St.",0,0,0,1,6,1,"Minor",
"25580","1960","San Diego St.",0,0,0,1,6,1,"Minor",
"25845","1961","San Diego St.",0,0,0,7,2,1,"Minor",
"26108","1962","San Diego St.",0,0,0,8,2,0,"Minor",
"26381","1963","San Diego St.",0,0,0,7,2,0,"Minor",
"26648","1964","San Diego St.",0,0,0,8,2,0,"Minor",
"26919","1965","San Diego St.",0,0,0,8,2,0,"Minor",
"27191","1966","San Diego St.",0,0,0,11,0,0,"Minor",
"27456","1967","San Diego St.",0,0,0,10,1,0,"Minor",
"27723","1968","San Diego St.",0,0,0,9,0,1,"Minor",
"27999","1969","San Diego St.",6,0,0,11,0,0,"Big West",
"28270","1970","San Diego St.",5,1,0,9,2,0,"Big West",
"28526","1971","San Diego St.",2,3,0,6,5,0,"Big West",
"28781","1972","San Diego St.",4,0,0,10,1,0,"Big West",
"29032","1973","San Diego St.",3,0,1,9,1,1,"Big West",
"29287","1974","San Diego St.",4,0,0,8,2,1,"Big West",
"29547","1975","San Diego St.",3,2,0,8,3,0,"Big West",
"29811","1976","San Diego St.",0,0,0,10,1,0,"Indep",
"30080","1977","San Diego St.",0,0,0,10,1,0,"Indep",
"30349","1978","San Diego St.",2,4,0,4,7,0,"WAC",
"30620","1979","San Diego St.",4,2,0,8,3,0,"WAC",
"30888","1980","San Diego St.",4,4,0,4,8,0,"WAC",
"31148","1981","San Diego St.",3,5,0,6,5,0,"WAC",
"31404","1982","San Diego St.",4,3,0,7,5,0,"WAC",
"31662","1983","San Diego St.",1,6,1,2,9,1,"WAC",
"31909","1984","San Diego St.",4,3,1,4,7,1,"WAC",
