year,name1,round,game,seed1,team1,score1,seed2,team2,score2,ot
2011,Southwest Regional,16,407,1,Kansas,77,12,Richmond,57,
2011,Southwest Regional,16,408,11,VCU,72,10,Florida St.,71,OT
2011,East Regional,8,301,4,Kentucky,76,2,North Carolina,69,
2011,West Regional,8,302,5,Arizona,63,3,Connecticut,65,
2011,Southeast Regional,8,303,8,Butler,74,2,Florida,71,OT
2011,Southwest Regional,8,304,1,Kansas,61,11,VCU,71,
2011,Final Four,4,201,4,Kentucky,55,3,Connecticut,56,
2011,Final Four,4,202,8,Butler,70,11,VCU,62,
2011,Final Four,2,101,3,Connecticut,53,8,Butler,41,
2012,Midwest Regional,128,700,16,Vermont,71,16,Lamar,59,
2012,Midwest Regional,128,700,12,South Florida,65,12,California,54,
2012,South Regional,128,700,16,Western Ky.,59,16,Miss Valley,58,
2012,West Regional,128,700,14,BYU,78,14,Iona,72,
2012,East Regional,64,601,1,Syracuse,72,16,NC Asheville,65,
2012,East Regional,64,602,8,Kansas St.,70,9,Southern Miss,64,
2012,East Regional,64,603,5,Vanderbilt,79,12,Harvard,70,
2012,East Regional,64,604,4,Wisconsin,73,13,Montana,49,
2012,East Regional,64,605,6,Cincinnati,65,11,Texas,59,
2012,East Regional,64,606,3,Florida St.,66,14,St. Bonaventure,63,
2012,East Regional,64,607,7,Gonzaga,77,10,West Virginia,54,
2012,East Regional,64,608,2,Ohio State,78,15,Loyola MD,59,
2012,Midwest Regional,64,609,1,North Carolina,77,16,Vermont,58,
2012,Midwest Regional,64,610,8,Creighton,58,9,Alabama,57,
2012,Midwest Regional,64,611,5,Temple,44,12,South Florida,58,
2012,Midwest Regional,64,612,4,Michigan,60,13,Ohio,65,
2012,Midwest Regional,64,613,6,San Diego St.,65,11,NC State,79,
2012,Midwest Regional,64,614,3,Georgetown,74,14,Belmont,59,
2012,Midwest Regional,64,615,7,St. Mary's,69,10,Purdue,72,
2012,Midwest Regional,64,616,2,Kansas,65,15,Detroit,50,
2012,South Regional,64,617,1,Kentucky,81,16,Western Ky.,66,
2012,South Regional,64,618,8,Iowa State,77,9,Connecticut,64,
2012,South Regional,64,619,5,Wichita St.,59,12,VCU,62,
2012,South Regional,64,620,4,Indiana,79,13,New Mexico St.,66,
2012,South Regional,64,621,6,UNLV,64,11,Colorado,68,
2012,South Regional,64,622,3,Baylor,68,14,South Dakota St.,60,
2012,South Regional,64,623,7,Notre Dame,63,10,Xavier,67,
2012,South Regional,64,624,2,Duke,70,15,Lehigh,75,
2012,West Regional,64,625,1,Michigan St.,89,16,Long Island,67,
2012,West Regional,64,626,8,Memphis,54,9,St. Louis,61,
2012,West Regional,64,627,5,New Mexico,75,12,Long Beach St.,68,
2012,West Regional,64,628,4,Louisville,69,13,Davidson,62,
2012,West Regional,64,629,6,Murray St.,58,11,Colorado St.,41,
2012,West Regional,64,630,3,Marquette,88,14,BYU,68,
2012,West Regional,64,631,7,Florida,71,10,Virginia,45,
2012,West Regional,64,632,2,Missouri,84,15,Norfolk St.,86,
2012,East Regional,32,501,1,Syracuse,75,8,Kansas St.,59,
2012,East Regional,32,502,5,Vanderbilt,57,4,Wisconsin,60,
2012,East Regional,32,503,6,Cincinnati,62,3,Florida St.,56,
2012,East Regional,32,504,7,Gonzaga,66,2,Ohio State,73,
2012,Midwest Regional,32,505,1,North Carolina,87,8,Creighton,73,
2012,Midwest Regional,32,506,12,South Florida,56,13,Ohio,62,
2012,Midwest Regional,32,507,11,NC State,66,3,Georgetown,63,
2012,Midwest Regional,32,508,10,Purdue,60,2,Kansas,63,
2012,South Regional,32,509,1,Kentucky,87,8,Iowa State,71,
2012,South Regional,32,510,12,VCU,61,4,Indiana,63,
2012,South Regional,32,511,11,Colorado,63,3,Baylor,80,
2012,South Regional,32,512,10,Xavier,70,15,Lehigh,58,
2012,West Regional,32,513,1,Michigan St.,65,9,St. Louis,61,
2012,West Regional,32,514,5,New Mexico,56,4,Louisville,59,
2012,West Regional,32,515,6,Murray St.,53,3,Marquette,62,
2012,West Regional,32,516,7,Florida,84,15,Norfolk St.,50,
2012,East Regional,16,401,1,Syracuse,64,4,Wisconsin,63,
2012,East Regional,16,402,6,Cincinnati,66,2,Ohio State,81,
2012,Midwest Regional,16,403,1,North Carolina,73,13,Ohio,65,OT
2012,Midwest Regional,16,404,11,NC State,57,2,Kansas,60,
2012,South Regional,16,405,1,Kentucky,102,4,Indiana,90,
2012,South Regional,16,406,3,Baylor,75,10,Xavier,70,
2012,West Regional,16,407,1,Michigan St.,44,4,Louisville,57,
2012,West Regional,16,408,3,Marquette,58,7,Florida,68,
2012,East Regional,8,301,1,Syracuse,70,2,Ohio State,77,
2012,Midwest Regional,8,302,1,North Carolina,67,2,Kansas,80,
2012,South Regional,8,303,1,Kentucky,82,3,Baylor,70,
2012,West Regional,8,304,4,Louisville,72,7,Florida,68,
2012,Final Four,4,201,2,Ohio State,62,2,Kansas,64,
2012,Final Four,4,202,1,Kentucky,69,4,Louisville,61,
2012,Final Four,2,101,2,Kansas,59,1,Kentucky,67,
2013,East Regional,128,700,16,James Madison,68,16,Long Island,55,
2013,Midwest Regional,128,700,16,NC A&T,73,16,Liberty,72,
2013,Midwest Regional,128,700,11,St. Mary's,67,11,Middle Tenn.,54,
2013,West Regional,128,700,13,La Salle,80,13,Boise St.,71,
2013,East Regional,64,601,1,Indiana,83,16,James Madison,62,
2013,East Regional,64,602,8,NC State,72,9,Temple,76,
2013,East Regional,64,603,5,UNLV,61,12,California,64,
2013,East Regional,64,604,4,Syracuse,81,13,Montana,34,
2013,East Regional,64,605,6,Butler,68,11,Bucknell,56,
2013,East Regional,64,606,3,Marquette,59,14,Davidson,58,
2013,East Regional,64,607,7,Illinois,57,10,Colorado,49,
2013,East Regional,64,608,2,Miami,78,15,Pacific,49,
2013,South Regional,64,609,1,Kansas,64,16,Western Ky.,57,
2013,South Regional,64,610,8,North Carolina,78,9,Villanova,71,
2013,South Regional,64,611,5,VCU,88,12,Akron,42,
2013,South Regional,64,612,4,Michigan,71,13,South Dakota St.,56,
2013,South Regional,64,613,6,UCLA,63,11,Minnesota,83,
2013,South Regional,64,614,3,Florida,79,14,Northwestern St.,47,
2013,South Regional,64,615,7,San Diego St.,70,10,Oklahoma,55,
2013,South Regional,64,616,2,Georgetown,68,15,FGCU,78,
2013,Midwest Regional,64,617,1,Louisville,79,16,NC A&T,48,
2013,Midwest Regional,64,618,8,Colorado St.,84,9,Missouri,72,
2013,Midwest Regional,64,619,5,Oklahoma St.,55,12,Oregon,68,
2013,Midwest Regional,64,620,4,St. Louis,64,13,New Mexico St.,44,
2013,Midwest Regional,64,621,6,Memphis,54,11,St. Mary's,52,
2013,Midwest Regional,64,622,3,Michigan St.,65,14,Valparaiso,54,
2013,Midwest Regional,64,623,7,Creighton,67,10,Cincinnati,63,
2013,Midwest Regional,64,624,2,Duke,73,15,Albany,61,
2013,West Regional,64,625,1,Gonzaga,64,16,Southern,58,
2013,West Regional,64,626,8,Pittsburgh,55,9,Wichita St.,73,
2013,West Regional,64,627,5,Wisconsin,46,12,Mississippi,57,
2013,West Regional,64,628,4,Kansas St.,61,13,La Salle,63,
2013,West Regional,64,629,6,Arizona,81,11,Belmont,64,
2013,West Regional,64,630,3,New Mexico,62,14,Harvard,68,
2013,West Regional,64,631,7,Notre Dame,58,10,Iowa State,76,
2013,West Regional,64,632,2,Ohio State,95,15,Iona,70,
2013,East Regional,32,501,1,Indiana,58,9,Temple,52,
2013,East Regional,32,502,12,California,60,4,Syracuse,66,
2013,East Regional,32,503,6,Butler,72,3,Marquette,74,
2013,East Regional,32,504,7,Illinois,59,2,Miami,63,
2013,South Regional,32,505,1,Kansas,70,8,North Carolina,58,
2013,South Regional,32,506,5,VCU,53,4,Michigan,78,
2013,South Regional,32,507,11,Minnesota,64,3,Florida,78,
2013,South Regional,32,508,7,San Diego St.,71,15,FGCU,81,
2013,Midwest Regional,32,509,1,Louisville,82,8,Colorado St.,56,
2013,Midwest Regional,32,510,12,Oregon,74,4,St. Louis,57,
2013,Midwest Regional,32,511,6,Memphis,48,3,Michigan St.,70,
2013,Midwest Regional,32,512,7,Creighton,50,2,Duke,66,
2013,West Regional,32,513,1,Gonzaga,70,9,Wichita St.,76,
2013,West Regional,32,514,12,Mississippi,74,13,La Salle,76,
2013,West Regional,32,515,6,Arizona,74,14,Harvard,51,
2013,West Regional,32,516,10,Iowa State,75,2,Ohio State,78,
2013,East Regional,16,401,1,Indiana,50,4,Syracuse,61,
2013,East Regional,16,402,3,Marquette,71,2,Miami,61,
2013,South Regional,16,403,1,Kansas,85,4,Michigan,87,OT
2013,South Regional,16,404,3,Florida,62,15,FGCU,50,
2013,Midwest Regional,16,405,1,Louisville,77,12,Oregon,69,
2013,Midwest Regional,16,406,3,Michigan St.,61,2,Duke,71,
2013,West Regional,16,407,9,Wichita St.,72,13,La Salle,58,
2013,West Regional,16,408,6,Arizona,70,2,Ohio State,73,
2013,East Regional,8,301,4,Syracuse,55,3,Marquette,39,
2013,South Regional,8,302,4,Michigan,79,3,Florida,59,
2013,Midwest Regional,8,303,1,Louisville,85,2,Duke,63,
2013,West Regional,8,304,9,Wichita St.,70,2,Ohio State,66,
2013,Final Four,4,201,4,Syracuse,56,4,Michigan,61,
2013,Final Four,4,202,1,Louisville,72,9,Wichita St.,68,
2013,Final Four,2,101,4,Michigan,76,1,Louisville,82,
2014,South Regional,128,700,16,Albany,71,16,Mount St. Mary's,64,
2014,Midwest Regional,128,700,16,Cal Poly,81,16,Texas Southern,69,
2014,Midwest Regional,128,700,12,NC State,74,12,Xavier,59,
2014,Midwest Regional,128,700,11,Tennessee,78,11,Iowa,65,OT
2014,East Regional,64,601,1,Virginia,70,16,Coastal Carolina,59,
2014,East Regional,64,602,8,Memphis,71,9,G. Washington,66,
2014,East Regional,64,603,5,Cincinnati,57,12,Harvard,61,
2014,East Regional,64,604,4,Michigan St.,93,13,Delaware,78,
2014,East Regional,64,605,6,North Carolina,79,11,Providence,77,
2014,East Regional,64,606,3,Iowa State,93,14,NC Central,75,
2014,East Regional,64,607,7,Connecticut,89,10,St. Joseph's,81,OT
2014,East Regional,64,608,2,Villanova,73,15,Milwaukee,53,
2014,South Regional,64,609,1,Florida,67,16,Albany,55,
2014,South Regional,64,610,8,Colorado,48,9,Pittsburgh,77,
2014,South Regional,64,611,5,VCU,75,12,S.F. Austin,77,OT
2014,South Regional,64,612,4,UCLA,76,13,Tulsa,59,
2014,South Regional,64,613,6,Ohio State,59,11,Dayton,60,
2014,South Regional,64,614,3,Syracuse,77,14,Western Mich.,53,
2014,South Regional,64,615,7,New Mexico,53,10,Stanford,58,
2014,South Regional,64,616,2,Kansas,80,15,Eastern Ky.,69,
2014,Midwest Regional,64,617,1,Wichita St.,64,16,Cal Poly,37,
2014,Midwest Regional,64,618,8,Kentucky,56,9,Kansas St.,49,
2014,Midwest Regional,64,619,5,St. Louis,83,12,NC State,80,OT
2014,Midwest Regional,64,620,4,Louisville,71,13,Manhattan,64,
2014,Midwest Regional,64,621,6,Massachusetts,67,11,Tennessee,86,
2014,Midwest Regional,64,622,3,Duke,71,14,Mercer,78,
2014,Midwest Regional,64,623,7,Texas,87,10,Arizona St.,85,
2014,Midwest Regional,64,624,2,Michigan,57,15,Wofford,40,
2014,West Regional,64,625,1,Arizona,68,16,Weber St.,59,
2014,West Regional,64,626,8,Gonzaga,85,9,Oklahoma St.,77,
2014,West Regional,64,627,5,Oklahoma,75,12,North Dakota St.,80,OT
2014,West Regional,64,628,4,San Diego St.,73,13,New Mexico St.,44,
2014,West Regional,64,629,6,Baylor,74,11,Nebraska,60,
2014,West Regional,64,630,3,Creighton,76,14,Louisiana,66,
2014,West Regional,64,631,7,Oregon,87,10,BYU,68,
2014,West Regional,64,632,2,Wisconsin,75,15,American,35,
2014,East Regional,32,501,1,Virginia,78,8,Memphis,60,
2014,East Regional,32,502,12,Harvard,73,4,Michigan St.,80,
2014,East Regional,32,503,6,North Carolina,83,3,Iowa State,85,
2014,East Regional,32,504,7,Connecticut,77,2,Villanova,65,
2014,South Regional,32,505,1,Florida,61,9,Pittsburgh,45,
2014,South Regional,32,506,12,S.F. Austin,60,4,UCLA,77,
2014,South Regional,32,507,11,Dayton,55,3,Syracuse,53,
2014,South Regional,32,508,10,Stanford,60,2,Kansas,57,
2014,Midwest Regional,32,509,1,Wichita St.,76,8,Kentucky,78,
2014,Midwest Regional,32,510,5,St. Louis,51,4,Louisville,66,
2014,Midwest Regional,32,511,11,Tennessee,83,14,Mercer,63,
2014,Midwest Regional,32,512,7,Texas,65,2,Michigan,79,
2014,West Regional,32,513,1,Arizona,84,8,Gonzaga,61,
2014,West Regional,32,514,12,North Dakota St.,44,4,San Diego St.,63,
2014,West Regional,32,515,6,Baylor,85,3,Creighton,55,
2014,West Regional,32,516,7,Oregon,77,2,Wisconsin,85,
2014,East Regional,16,401,1,Virginia,59,4,Michigan St.,61,
2014,East Regional,16,402,3,Iowa State,76,7,Connecticut,81,
2014,South Regional,16,403,1,Florida,79,4,UCLA,68,
2014,South Regional,16,404,11,Dayton,82,10,Stanford,72,
2014,Midwest Regional,16,405,8,Kentucky,74,4,Louisville,69,
2014,Midwest Regional,16,406,11,Tennessee,71,2,Michigan,73,
2014,West Regional,16,407,1,Arizona,70,4,San Diego St.,64,
2014,West Regional,16,408,6,Baylor,52,2,Wisconsin,69,
2014,East Regional,8,301,4,Michigan St.,54,7,Connecticut,60,
2014,South Regional,8,302,1,Florida,62,11,Dayton,52,
2014,Midwest Regional,8,303,8,Kentucky,75,2,Michigan,72,
2014,West Regional,8,304,1,Arizona,63,2,Wisconsin,64,OT
2014,Final Four,4,201,7,Connecticut,63,1,Florida,53,
2014,Final Four,4,202,8,Kentucky,74,2,Wisconsin,73,
2014,Final Four,2,101,7,Connecticut,60,8,Kentucky,54,
2015,East Regional,128,700,11,Dayton,56,11,Boise St.,55,
2015,South Regional,128,700,16,Robert Morris,81,16,North Florida,77,
2015,Midwest Regional,128,700,16,Hampton,74,16,Manhattan,64,
2015,West Regional,128,700,11,Mississippi,94,11,BYU,90,
2015,East Regional,64,601,1,Villanova,93,16,Lafayette,52,
2015,East Regional,64,602,8,NC State,66,9,LSU,65,
2015,East Regional,64,603,5,Northern Iowa,71,12,Wyoming,54,
2015,East Regional,64,604,4,Louisville,57,13,UC Irvine,55,
2015,East Regional,64,605,6,Providence,53,11,Dayton,66,
2015,East Regional,64,606,3,Oklahoma,69,14,Albany,60,
2015,East Regional,64,607,7,Michigan St.,70,10,Georgia,63,
2015,East Regional,64,608,2,Virginia,79,15,Belmont,67,
2015,South Regional,64,609,1,Duke,85,16,Robert Morris,56,
2015,South Regional,64,610,8,San Diego St.,76,9,St. John's,64,
2015,South Regional,64,611,5,Utah,57,12,S.F. Austin,50,
2015,South Regional,64,612,4,Georgetown,84,13,Eastern Wash.,74,
2015,South Regional,64,613,6,SMU,59,11,UCLA,60,
2015,South Regional,64,614,3,Iowa State,59,14,UAB,60,
2015,South Regional,64,615,7,Iowa,83,10,Davidson,52,
2015,South Regional,64,616,2,Gonzaga,86,15,North Dakota St.,76,
2015,Midwest Regional,64,617,1,Kentucky,79,16,Hampton,56,
2015,Midwest Regional,64,618,8,Cincinnati,66,9,Purdue,65,OT
2015,Midwest Regional,64,619,5,West Virginia,68,12,Buffalo,62,
2015,Midwest Regional,64,620,4,Maryland,65,13,Valparaiso,62,
2015,Midwest Regional,64,621,6,Butler,56,11,Texas,48,
2015,Midwest Regional,64,622,3,Notre Dame,69,14,Northeastern,65,
2015,Midwest Regional,64,623,7,Wichita St.,81,10,Indiana,76,
2015,Midwest Regional,64,624,2,Kansas,75,15,New Mexico St.,56,
2015,West Regional,64,625,1,Wisconsin,86,16,Coastal Carolina,72,
2015,West Regional,64,626,8,Oregon,79,9,Oklahoma St.,73,
2015,West Regional,64,627,5,Arkansas,56,12,Wofford,53,
2015,West Regional,64,628,4,North Carolina,67,13,Harvard,65,
2015,West Regional,64,629,6,Xavier,76,11,Mississippi,57,
2015,West Regional,64,630,3,Baylor,56,14,Georgia St.,57,
2015,West Regional,64,631,7,VCU,72,10,Ohio State,75,OT
2015,West Regional,64,632,2,Arizona,93,15,Texas Southern,72,
2015,East Regional,32,501,1,Villanova,68,8,NC State,71,
2015,East Regional,32,502,5,Northern Iowa,53,4,Louisville,66,
2015,East Regional,32,503,11,Dayton,66,3,Oklahoma,72,
2015,East Regional,32,504,7,Michigan St.,60,2,Virginia,54,
2015,South Regional,32,505,1,Duke,68,8,San Diego St.,49,
2015,South Regional,32,506,5,Utah,75,4,Georgetown,64,
2015,South Regional,32,507,11,UCLA,92,14,UAB,75,
2015,South Regional,32,508,7,Iowa,68,2,Gonzaga,87,
2015,Midwest Regional,32,509,1,Kentucky,64,8,Cincinnati,51,
2015,Midwest Regional,32,510,5,West Virginia,69,4,Maryland,59,
2015,Midwest Regional,32,511,6,Butler,64,3,Notre Dame,67,OT
2015,Midwest Regional,32,512,7,Wichita St.,78,2,Kansas,65,
2015,West Regional,32,513,1,Wisconsin,72,8,Oregon,65,
2015,West Regional,32,514,5,Arkansas,78,4,North Carolina,87,
2015,West Regional,32,515,6,Xavier,75,14,Georgia St.,67,
2015,West Regional,32,516,10,Ohio State,58,2,Arizona,73,
2015,East Regional,16,401,8,NC State,65,4,Louisville,75,
2015,East Regional,16,402,3,Oklahoma,58,7,Michigan St.,62,
2015,South Regional,16,403,1,Duke,63,5,Utah,57,
2015,South Regional,16,404,11,UCLA,62,2,Gonzaga,74,
2015,Midwest Regional,16,405,1,Kentucky,78,5,West Virginia,39,
2015,Midwest Regional,16,406,3,Notre Dame,81,7,Wichita St.,70,
2015,West Regional,16,407,1,Wisconsin,79,4,North Carolina,72,
2015,West Regional,16,408,6,Xavier,60,2,Arizona,68,
2015,East Regional,8,301,4,Louisville,70,7,Michigan St.,76,OT
2015,South Regional,8,302,1,Duke,66,2,Gonzaga,52,
2015,Midwest Regional,8,303,1,Kentucky,68,3,Notre Dame,66,
2015,West Regional,8,304,1,Wisconsin,85,2,Arizona,78,
2015,Final Four,4,201,7,Michigan St.,61,1,Duke,81,
2015,Final Four,4,202,1,Kentucky,64,1,Wisconsin,71,
2015,Final Four,2,101,1,Duke,68,1,Wisconsin,63,
2016,East Regional,128,700,16,FGCU,96,16,FDU,65,
2016,East Regional,128,700,11,Michigan,67,11,Tulsa,62,
2016,South Regional,128,700,11,Wichita St.,70,11,Vanderbilt,50,
2016,West Regional,128,700,16,Holy Cross,59,16,Southern,55,
2016,East Regional,64,601,1,North Carolina,83,16,FGCU,67,
2016,East Regional,64,602,8,USC,69,9,Providence,70,
2016,East Regional,64,603,5,Indiana,99,12,Chattanooga,74,
2016,East Regional,64,604,4,Kentucky,85,13,Stony Brook,57,
2016,East Regional,64,605,6,Notre Dame,70,11,Michigan,63,
2016,East Regional,64,606,3,West Virginia,56,14,S.F. Austin,70,
2016,East Regional,64,607,7,Wisconsin,47,10,Pittsburgh,43,
2016,East Regional,64,608,2,Xavier,71,15,Weber St.,53,
2016,Midwest Regional,64,609,1,Virginia,81,16,Hampton,45,
2016,Midwest Regional,64,610,8,Texas Tech,61,9,Butler,71,
2016,Midwest Regional,64,611,5,Purdue,83,12,Little Rock,85,2OT
2016,Midwest Regional,64,612,4,Iowa State,94,13,Iona,81,
2016,Midwest Regional,64,613,6,Seton Hall,52,11,Gonzaga,68,
2016,Midwest Regional,64,614,3,Utah,80,14,Fresno St.,69,
2016,Midwest Regional,64,615,7,Dayton,51,10,Syracuse,70,
2016,Midwest Regional,64,616,2,Michigan St.,81,15,Middle Tenn.,90,
2016,South Regional,64,617,1,Kansas,105,16,Austin Peay,79,
2016,South Regional,64,618,8,Colorado,67,9,Connecticut,74,
2016,South Regional,64,619,5,Maryland,79,12,South Dakota St.,74,
2016,South Regional,64,620,4,California,66,13,Hawaii,77,
2016,South Regional,64,621,6,Arizona,55,11,Wichita St.,65,
2016,South Regional,64,622,3,Miami,79,14,Buffalo,72,
2016,South Regional,64,623,7,Iowa,72,10,Temple,70,OT
2016,South Regional,64,624,2,Villanova,86,15,NC Asheville,56,
2016,West Regional,64,625,1,Oregon,91,16,Holy Cross,52,
2016,West Regional,64,626,8,St. Joseph's,78,9,Cincinnati,76,
2016,West Regional,64,627,5,Baylor,75,12,Yale,79,
2016,West Regional,64,628,4,Duke,93,13,NC Wilmington,85,
2016,West Regional,64,629,6,Texas,72,11,Northern Iowa,75,
2016,West Regional,64,630,3,Texas A&M,92,14,Green Bay,65,
2016,West Regional,64,631,7,Oregon St.,67,10,VCU,75,
2016,West Regional,64,632,2,Oklahoma,82,15,CS Bakersfield,68,
2016,East Regional,32,501,1,North Carolina,85,9,Providence,66,
2016,East Regional,32,502,5,Indiana,73,4,Kentucky,67,
2016,East Regional,32,503,6,Notre Dame,76,14,S.F. Austin,75,
2016,East Regional,32,504,7,Wisconsin,66,2,Xavier,63,
2016,Midwest Regional,32,505,1,Virginia,77,9,Butler,69,
2016,Midwest Regional,32,506,12,Little Rock,61,4,Iowa State,78,
2016,Midwest Regional,32,507,11,Gonzaga,82,3,Utah,59,
2016,Midwest Regional,32,508,10,Syracuse,75,15,Middle Tenn.,50,
2016,South Regional,32,509,1,Kansas,73,9,Connecticut,61,
2016,South Regional,32,510,5,Maryland,73,13,Hawaii,60,
2016,South Regional,32,511,11,Wichita St.,57,3,Miami,65,
2016,South Regional,32,512,7,Iowa,68,2,Villanova,87,
2016,West Regional,32,513,1,Oregon,69,8,St. Joseph's,64,
2016,West Regional,32,514,12,Yale,64,4,Duke,71,
2016,West Regional,32,515,11,Northern Iowa,88,3,Texas A&M,92,2OT
2016,West Regional,32,516,10,VCU,81,2,Oklahoma,85,
2016,East Regional,16,401,1,North Carolina,101,5,Indiana,86,
2016,East Regional,16,402,6,Notre Dame,61,7,Wisconsin,56,
2016,Midwest Regional,16,403,1,Virginia,84,4,Iowa State,71,
2016,Midwest Regional,16,404,11,Gonzaga,60,10,Syracuse,63,
2016,South Regional,16,405,1,Kansas,79,5,Maryland,63,
2016,South Regional,16,406,3,Miami,69,2,Villanova,92,
2016,West Regional,16,407,1,Oregon,82,4,Duke,68,
2016,West Regional,16,408,3,Texas A&M,63,2,Oklahoma,77,
2016,East Regional,8,301,1,North Carolina,88,6,Notre Dame,74,
2016,Midwest Regional,8,302,1,Virginia,62,10,Syracuse,68,
2016,South Regional,8,303,1,Kansas,59,2,Villanova,64,
2016,West Regional,8,304,1,Oregon,68,2,Oklahoma,80,
2016,Final Four,4,201,1,North Carolina,83,10,Syracuse,66,
2016,Final Four,4,202,2,Villanova,95,2,Oklahoma,51,
2016,Final Four,2,101,1,North Carolina,74,2,Villanova,77,
2017,East Regional,128,700,16,Mount St. Mary's,67,16,New Orleans,66,
2017,East Regional,128,700,11,USC,75,11,Providence,71,
2017,Midwest Regional,128,700,16,UC Davis,67,16,NC Central,63,
2017,South Regional,128,700,11,Kansas St.,95,11,Wake Forest,88,
2017,East Regional,64,601,1,Villanova,76,16,Mount St. Mary's,56,
2017,East Regional,64,602,8,Wisconsin,84,9,Virginia Tech,74,
2017,East Regional,64,603,5,Virginia,76,12,NC Wilmington,71,
2017,East Regional,64,604,4,Florida,80,13,ETSU,65,
2017,East Regional,64,605,6,SMU,65,11,USC,66,
2017,East Regional,64,606,3,Baylor,91,14,New Mexico St.,73,
2017,East Regional,64,607,7,South Carolina,93,10,Marquette,73,
2017,East Regional,64,608,2,Duke,87,15,Troy,65,
2017,West Regional,64,609,1,Gonzaga,66,16,South Dakota St.,46,
2017,West Regional,64,610,8,Northwestern,68,9,Vanderbilt,66,
2017,West Regional,64,611,5,Notre Dame,60,12,Princeton,58,
2017,West Regional,64,612,4,West Virginia,86,13,Bucknell,80,
2017,West Regional,64,613,6,Maryland,65,11,Xavier,76,
2017,West Regional,64,614,3,Florida St.,86,14,FGCU,80,
2017,West Regional,64,615,7,St. Mary's,85,10,VCU,77,
2017,West Regional,64,616,2,Arizona,100,15,North Dakota,82,
2017,Midwest Regional,64,617,1,Kansas,100,16,UC Davis,62,
2017,Midwest Regional,64,618,8,Miami,58,9,Michigan St.,78,
2017,Midwest Regional,64,619,5,Iowa State,84,12,Nevada,73,
2017,Midwest Regional,64,620,4,Purdue,80,13,Vermont,70,
2017,Midwest Regional,64,621,6,Creighton,72,11,Rhode Island,84,
2017,Midwest Regional,64,622,3,Oregon,93,14,Iona,77,
2017,Midwest Regional,64,623,7,Michigan,92,10,Oklahoma St.,71,
2017,Midwest Regional,64,624,2,Louisville,78,15,Jacksonville St.,63,
2017,South Regional,64,625,1,North Carolina,103,16,Texas Southern,64,
2017,South Regional,64,626,8,Arkansas,77,9,Seton Hall,71,
2017,South Regional,64,627,5,Minnesota,72,12,Middle Tenn.,81,
2017,South Regional,64,628,4,Butler,76,13,Winthrop,64,
2017,South Regional,64,629,6,Cincinnati,75,11,Kansas St.,61,
2017,South Regional,64,630,3,UCLA,97,14,Kent State,80,
2017,South Regional,64,631,7,Dayton,58,10,Wichita St.,64,
2017,South Regional,64,632,2,Kentucky,79,15,Northern Ky.,70,
2017,East Regional,32,501,1,Villanova,62,8,Wisconsin,65,
2017,East Regional,32,502,5,Virginia,39,4,Florida,65,
2017,East Regional,32,503,11,USC,78,3,Baylor,82,
2017,East Regional,32,504,7,South Carolina,88,2,Duke,81,
2017,West Regional,32,505,1,Gonzaga,79,8,Northwestern,73,
2017,West Regional,32,506,5,Notre Dame,71,4,West Virginia,83,
2017,West Regional,32,507,11,Xavier,91,3,Florida St.,66,
2017,West Regional,32,508,7,St. Mary's,60,2,Arizona,89,
2017,Midwest Regional,32,509,1,Kansas,90,9,Michigan St.,70,
2017,Midwest Regional,32,510,5,Iowa State,76,4,Purdue,80,
2017,Midwest Regional,32,511,11,Rhode Island,72,3,Oregon,75,
2017,Midwest Regional,32,512,7,Michigan,73,2,Louisville,69,
2017,South Regional,32,513,1,North Carolina,72,8,Arkansas,65,
2017,South Regional,32,514,12,Middle Tenn.,65,4,Butler,74,
2017,South Regional,32,515,6,Cincinnati,67,3,UCLA,79,
2017,South Regional,32,516,10,Wichita St.,62,2,Kentucky,65,
2017,East Regional,16,401,8,Wisconsin,83,4,Florida,84,OT
2017,East Regional,16,402,3,Baylor,50,7,South Carolina,70,
2017,West Regional,16,403,1,Gonzaga,61,4,West Virginia,58,
2017,West Regional,16,404,11,Xavier,73,2,Arizona,71,
2017,Midwest Regional,16,405,1,Kansas,98,4,Purdue,66,
2017,Midwest Regional,16,406,3,Oregon,69,7,Michigan,68,
2017,South Regional,16,407,1,North Carolina,92,4,Butler,80,
2017,South Regional,16,408,3,UCLA,75,2,Kentucky,86,
2017,East Regional,8,301,4,Florida,70,7,South Carolina,77,
2017,West Regional,8,302,1,Gonzaga,83,11,Xavier,59,
2017,Midwest Regional,8,303,1,Kansas,60,3,Oregon,74,
2017,South Regional,8,304,1,North Carolina,75,2,Kentucky,73,
2017,Final Four,4,201,7,South Carolina,73,1,Gonzaga,77,
2017,Final Four,4,202,3,Oregon,76,1,North Carolina,77,
2017,Final Four,2,101,1,Gonzaga,65,1,North Carolina,71,
2018,East Regional,128,700,16,Radford,71,16,Long Island,61,
2018,East Regional,128,700,11,St. Bonaventure,65,11,UCLA,58,
2018,Midwest Regional,128,700,16,Arizona St.,56,11,Syracuse,60,
2018,West Regional,128,700,16,Texas Southern,64,16,NC Central,46,
2018,East Regional,64,601,1,Villanova,87,16,Radford,61,
2018,East Regional,64,602,8,Virginia Tech,83,9,Alabama,86,
2018,East Regional,64,603,5,West Virginia,85,12,Murray St.,68,
2018,East Regional,64,604,4,Wichita St.,75,13,Marshall,81,
2018,East Regional,64,605,6,Florida,77,11,St. Bonaventure,62,
